Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Street Scaping and Place Making at District Centre, C. S. Pur, Bhubaneswar.","Street Scaping and Place Making at District Centre, C. S. Pur, Bhubaneswar.",Please refer Tender documents. ,NA ,"1,07,73,658",Civil Works - Others,NA ,Tender,90.0,90.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"Office of the Engineer Member, BDA, Bhubaneswar",No ,No,1.0,ICICI BANK,Bhubaneswar Development Authority||Bhubaneswar Development Authority,"286/EM/BDA/2025-26, Dated-18/06/2025",2025_BDABU_114637_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GST, EPF and ESI, Affidavit, cost of EMD and Tender Cost","Office of the Engineer Member, BDA, Bhubaneswar","Office of the Engineer Member, BDA, Bhubaneswar","11,800",0.0,Nil,Nil,No,"1,07,737",Yes,percentage,1.0%,Nil,Nil,20-Jun-2025 05:30 PM,09-Jul-2025 11:30 AM,20-Jun-2025 05:30 PM,08-Jul-2025 05:30 PM,NA ,NA ,20-Jun-2025 05:30 PM,08-Jul-2025 05:30 PM,28-Jul-2025 11:00 AM,AOC,18-Dec-2025,"INR 9,158,686",90.0,Biswajeet Behera,18-Dec-2025 11:03 AM,AoCDC.pdf (419.00 KB),Date of Commencement 13/10/2025 and date of Completion 10/01/2026,1,2991812,AADYA URJA SOLUTIONS PRIVATE LIMITED,08-Jul-2025 02:35 PM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,Finance,Financial documents downloaded and evaluation under process,Biswajeet Behera,28-Jul-2025 11:40 AM,,BOQ Comparative Chart,"ENGINEER MEMBER, BDA, BHUBANESWAR",Internal,"DAO, Division No.III, T.A. to EM, DAO, EM Office, EE-III, Manager Finance and Member Finance, BDA, Bhubaneswar.",Biswajeet Behera,25-Jul-2025 06:11 PM,28-Jul-2025 11:00 AM,techsummary_543715.pdf (1092.03 KB),"ENGINEER MEMBER, BDA, BHUBANESWAR",Internal,"DAO, Division No.III, T.A. to EM, DAO, EM Office, EE-III, Manager Finance and Member Finance, BDA, Bhubaneswar.",Biswajeet Behera,09-Sep-2025 01:14 PM,finsummary_543715.pdf (752.63 KB),Technical,Technical Bid downloaded and evaluation under process.,Biswajeet Behera,10-Jul-2025 11:14 AM,,Bhubaneswar Development Authority||Bhubaneswar Development Authority,2025_BDABU_114637_1,"286/EM/BDA/2025-26, Dated-18/06/2025","Street Scaping and Place Making at District Centre, C. S. Pur, Bhubaneswar.",1.0,2993524.0,CHINMAY NAYAK,INR,"9,158,686",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2991095,ABHIMANYUPATI,08-Jul-2025 09:26 AM,Rejected-Technical,REJECTED,25-Jul-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2993524,CHINMAY NAYAK,08-Jul-2025 04:58 PM,Accepted-AOC,As per transparent lottery system.,18-Dec-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2991770,P ATISH PRASAD,07-Jul-2025 10:36 AM,Rejected-Technical,REJECTED,25-Jul-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2992504,PRAGATI MARTHA,08-Jul-2025 03:35 PM,Rejected-Technical,REJECTED,25-Jul-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2992326,Prasanta kumar panda,08-Jul-2025 12:03 PM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2992633,Sarat Malik,07-Jul-2025 08:15 PM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2992575,SMRUTI DHAR BEHERA,08-Jul-2025 11:54 AM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2990880,SUBASH CHANDRA BARIK,05-Jul-2025 07:32 PM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2990867,SUJIT KUMAR JENA,05-Jul-2025 06:28 PM,Rejected-Finance,As per transparent lottery system.,09-Sep-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2993045,TOTALWAY LOGISTICS AND INFRASTRUCTURE PVT LTD,08-Jul-2025 12:35 PM,Rejected-Technical,REJECTED,25-Jul-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
