Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Court Building (JMFC) at Narsinghpur Block-II for the Year 2025-26,Court Building (JMFC) at Narsinghpur Block-II for the Year 2025-26,NA ,NA ,"5,88,400",Miscellaneous Works,NA ,Tender,90.0,30.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,13 of 25-26,2025_CERWI_120082_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,880",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,28-Oct-2025 11:00 AM,07-Nov-2025 11:30 AM,28-Oct-2025 11:00 AM,06-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM ,06-Nov-2025 02:00 PM ,28-Oct-2025 11:00 AM,06-Nov-2025 05:30 PM,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK",1.0,Fee/PreQual/Technical/Finance,.pdf,GST PAN Valid registration Schedule A E F and other documents as per DTCN,AOC,1,3186444,ANIRUDHA MAHALIK,05-Nov-2025 09:03 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,18-Dec-2025,"INR 500,199",30.0,Monalisa Mahunta,18-Dec-2025 04:23 PM,aoccourtnarsi.pdf (466.00 KB),AGREEMENT DRAWN,SE,Internal,EE AND DAO,Monalisa Mahunta,18-Dec-2025 04:08 PM,techsummary_558319.pdf (835.47 KB),SE,Internal,EE AND DAO,Monalisa Mahunta,18-Dec-2025 04:13 PM,finsummary_558319.pdf (835.47 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_120082_1,13 of 25-26,Court Building (JMFC) at Narsinghpur Block-II for the Year 2025-26,1.0,3183872.0,BRAHMANANDA SAHOO,INR,"500,199",Finance,Summary,Chandini Suman Sahoo,11-Nov-2025 08:34 AM,finance_558319.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,Boq,AOC,2,3189141,BIDYULATA PALEI,06-Nov-2025 02:24 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3183872,BRAHMANANDA SAHOO,05-Nov-2025 12:44 PM,Accepted-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3182941,DIPAK MALIK,05-Nov-2025 09:22 AM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3178333,JITENDRA KUMAR SETHI,03-Nov-2025 05:23 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3187104,KRUSHNA CHANDRA SAHU,06-Nov-2025 03:03 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3187491,LAXMIKANT SAHOO,06-Nov-2025 10:45 AM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3185994,Manoranjan Sahoo,05-Nov-2025 08:29 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3190094,Pradeep Kumar Panda,06-Nov-2025 04:41 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3168225,SAI CHANDAN MOHAPATRA,30-Oct-2025 04:18 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",18-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
