Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Opened,Purna Chandra Dalai,28-Oct-2025 05:44 PM,finance_553452.pdf,BOQ Comparative Chart,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimators of Circle,Purna Chandra Dalai,25-Oct-2025 07:49 PM,28-Oct-2025 11:00 AM,techsummary_553452.pdf (1155.25 KB),1,3111770,AKS MINING INFRACON,06-Oct-2025 10:10 AM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,31-Dec-2025,"INR 14,923,997",90.0,Purna Chandra Dalai,31-Dec-2025 09:29 PM,Jagannath_Road.pdf (654.00 KB),Agreement on dt. 10.12.2025,1.0,3112035.0,Sujit Kumar Pattanaik,INR,"12,686,890",CCE Dhenkanal (R and B) Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,31-Dec-2025 09:22 PM,finsummary_553452.pdf (158.05 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_118373_3,CCE DKL R and B/08-2025-26,Improvement of Jagannath road from 0/000 km to 1/053 km in the district of Dhenkanal under state plan for the year 2025-26,Technical,Opened,Purna Chandra Dalai,08-Oct-2025 01:03 PM,technical_553452.pdf,AOC,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/08-2025-26,2025_EICCL_118373_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of Jagannath road from 0/000 km to 1/053 km in the district of Dhenkanal under state plan for the year 2025-26,Improvement of Jagannath road from 0/000 km to 1/053 km in the district of Dhenkanal under state plan for the year 2025-26,Please refer tender documents ,NA ,"1,49,23,997",Civil Works - Roads,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,"1,49,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",1.0,ICICI BANK,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,22-Sep-2025 06:55 PM,08-Oct-2025 11:00 AM,22-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,NA ,NA ,22-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,28-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,2,3111043,BISWANATH SAHOO,05-Oct-2025 07:48 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3111619,DINESH KUMAR PANY,06-Oct-2025 11:06 AM,Rejected-Technical,Disqualified as per DTCN clause No 10,25-Oct-2025 07:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3112276,Laxmikant Rout,06-Oct-2025 01:42 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3110506,MANAS RANJAN MOHARANA,05-Oct-2025 11:28 AM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3110756,PRAGYAN PARAMITA PARIDA,05-Oct-2025 01:03 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3112128,ROHIT RAY,06-Oct-2025 01:00 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3107644,SOVAN MOHAPATRA,03-Oct-2025 05:17 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3112035,Sujit Kumar Pattanaik,06-Oct-2025 12:33 PM,Accepted-AOC,Winner of the transparent lottery and work has been awarded,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3112370,SUMANKANTA BEHERA(SC),06-Oct-2025 02:27 PM,Rejected-AOC,Disqualify in transparent lottery,31-Dec-2025 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
