Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-JEYPORE,CCEJC R AND B 04/2025-26,2025_EICCL_115180_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,07-Jul-2025 03:30 PM,22-Jul-2025 10:00 AM,07-Jul-2025 03:30 PM,21-Jul-2025 05:00 PM,NA ,NA ,07-Jul-2025 03:30 PM,21-Jul-2025 05:00 PM,18-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, GST Registration Certificate and GSTIN, PAN, Contractor RC",CHIEF CONSTRUCTION ENGINEER,Chief Construction Engineer Jeypore R and B circle Jeypore,CONSTRUCTION OF TWIN E TYPE 6 NOS. QUARTERS G PLUS 2 ONE NO. BLOCK FOR R AND B OFFICE QUARTER AT MALKANGIRI FOR THE YEAR 2024-25,CIVIL WORKS,Please refer Tender documents. ,NA ,"2,30,85,639",Civil Works - Buildings,BUILDING ,Tender,90.0,270.0,MALKANGIRI,764045.0,NA ,NA ,NA ,O/O C.C.E R and B Circle Jeypore,No ,No,"2,31,000",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-JEYPORE,2025_EICCL_115180_3,CCEJC R AND B 04/2025-26,CONSTRUCTION OF TWIN E TYPE 6 NOS. QUARTERS G PLUS 2 ONE NO. BLOCK FOR R AND B OFFICE QUARTER AT MALKANGIRI FOR THE YEAR 2024-25,Technical,ABOVE BIDDERS ARE PROVISIONALLY QUALIFIED FOR TECHNICAL EVALUATION.,Subhendu Subhadarsan Dash,24-Jul-2025 12:58 PM,technical_545262.pdf,BISWANATH MARNDI,Internal,,Biswanath Marndi,17-Oct-2025 11:19 AM,finsummary_545262.pdf (2626.43 KB),1.0,3006986.0,ABINASH PADHIARY,INR,"19,625,102",15-Dec-2025,"INR 19,625,102",270.0,Biswanath Marndi,15-Dec-2025 11:48 AM,ETypeAOC.pdf (1625.00 KB),FIRST LOWEST BIDDER SELECTED THROUGH TRANSPARENT LOTTERY SYSTEM.,1,3006986,ABINASH PADHIARY,21-Jul-2025 02:24 PM,Accepted-AOC,FIRST LOWEST BIDDER PARTICIPATED IN TRANSPARENT LOTTERY SYSTEM AND SELECTED.,15-Dec-2025 11:48 AM,BISWANATH MARNDI,Internal,Sri Rabindra Kumar Behera S.E Malkangiri R and B Division DAO Malkangiri R and B Division Er Sangeeta Gomango E.E. I.C. of Jeypore R and B Circle.,Biswanath Marndi,15-Sep-2025 04:36 PM,18-Sep-2025 11:00 AM,techsummary_545262.pdf (462.22 KB),Finance,Price bid of the above bidders Downloaded.,Ashok Kumar Behera,18-Sep-2025 01:12 PM,finance_545262.pdf,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Undertakings and Other Documents as per SBD/DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2999864,AMIT KUMAR SAHU,21-Jul-2025 11:30 AM,Rejected-Finance,FORTH LOWEST BIDDER,17-Oct-2025 11:19 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3006838,BASUDEV RAO,21-Jul-2025 01:39 PM,Rejected-Technical,Clause no 10(I) Of DTCN.,15-Sep-2025 04:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2999387,Lalit Somani,19-Jul-2025 06:32 PM,Rejected-Finance,SECOND LOWEST BIDDER,17-Oct-2025 11:19 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3006916,NIBEDITA MOHAPATRA,21-Jul-2025 02:13 PM,Rejected-Finance,THIRD LOWEST BIDDER,17-Oct-2025 11:19 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3005399,PRAFULLA KUMAR PANDA,21-Jul-2025 12:51 PM,Rejected-AOC,FIRST LOWEST BIDDER PARTICIPATED IN TRANSPARENT LOTTERY SYSTEM BUT DID NOT SELECTED.,15-Dec-2025 11:48 AM,,,,,,,,,,,,,,AOC
