Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN.","6,000",0.0,Nil,Nil,No,27-Sep-2025 11:00 AM,17-Oct-2025 11:00 AM,27-Sep-2025 11:00 AM,16-Oct-2025 05:00 PM,27-Sep-2025 11:00 AM ,16-Oct-2025 04:00 PM ,27-Sep-2025 11:00 AM,16-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,ONLINE-BGH-07,2025_CERWI_118814_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum2,Other,,Executive Engineer,"RURAL WORKS DIVISION, BARAGARH","27,270",Yes,percentage,1.0%,Nil,Nil,"Construction of 1 No. Residential Quarter Building of of Additional Tahasildar, Ambabhona in the district of Bargarh for the year 2025-26.","Construction of 1 No. Residential Quarter Building of of Additional Tahasildar, Ambabhona in the district of Bargarh for the year 2025-26.",NA ,NA ,"27,27,024",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BARAGARH",No ,No,1,ICICI BANK,AOC,Executive Engineer,Internal,"EE,DAO, EE ESTIMATOR , AE ESTIMATOR",Kumarmani Kishan,11-Dec-2025 01:30 PM,finsummary_554409.pdf (192.45 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_118814_1,ONLINE-BGH-07,"Construction of 1 No. Residential Quarter Building of of Additional Tahasildar, Ambabhona in the district of Bargarh for the year 2025-26.",1.0,3131192.0,SURESH MIRDHA,INR,"2,454,594.642",Finance,ok,Sunanda Kisan,17-Oct-2025 11:56 AM,,BOQ Comparative Chart,11-Dec-2025,"INR 2,454,594.642",180.0,Kumarmani Kishan,11-Dec-2025 01:35 PM,SURESH.pdf (361.00 KB),1,3130647,KIRAN KUMAR PANDE,16-Oct-2025 11:13 AM,Rejected-Finance,L2,11-Dec-2025 01:30 PM,Executive Engineer,Internal,"EE,DAO,EE Estimator,AE Estimator",Kumarmani Kishan,11-Dec-2025 01:12 PM,techsummary_554409.pdf (192.45 KB),AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3131192,SURESH MIRDHA,16-Oct-2025 03:17 PM,Accepted-AOC,L1,11-Dec-2025 01:35 PM,,,,,,,AOC
