Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-09 of 2025-26,2025_CERWI_117824_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,67,671",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, PAN, GSTIN, EMD, Tender Paper Cost",09-Sep-2025 06:00 PM,24-Sep-2025 11:00 AM,09-Sep-2025 06:00 PM,23-Sep-2025 05:00 PM,09-Sep-2025 06:00 PM ,22-Sep-2025 05:00 PM ,09-Sep-2025 06:00 PM,23-Sep-2025 05:00 PM,28-Oct-2025 11:00 AM,Construction of Patrapali to Koirkera in the district of sundaragarh under MMSY-TRIP for the year 2024-25,Construction of Patrapali to Koirkera in the district of sundaragarh under MMSY-TRIP for the year 2024-25,Please refer Tender documents. ,NA ,"4,67,67,098",Civil Works - Roads,NA ,Tender,90.0,270.0,Rourkela,769004.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,12-Dec-2025,"INR 46,767,098",270.0,Ashoka Kumar Sahoo,12-Dec-2025 02:11 PM,6163.pdf (1786.00 KB),1,3096757,AJAY TIWARI,23-Sep-2025 01:33 PM,Rejected-Finance,Not qualified,03-Nov-2025 12:07 PM,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,23-Oct-2025 06:00 PM,28-Oct-2025 11:00 AM,techsummary_551949.pdf (360.28 KB),Finance,3 Nos. of Bidders,Smita Patel,28-Oct-2025 12:18 PM,finance_551949.pdf,BOQ Comparative Chart,Technical,Total five nos of bidder only.,Ashoka Kumar Sahoo,04-Oct-2025 04:31 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_117824_8,RWCCESNG-09 of 2025-26,Construction of Patrapali to Koirkera in the district of sundaragarh under MMSY-TRIP for the year 2024-25,A.K Sahoo,Internal,,Ashoka Kumar Sahoo,03-Nov-2025 12:07 PM,finsummary_551949.pdf (23.92 KB),1.0,3095793.0,KAILASH CHANDRA SAHOO,INR,"39,756,709.97",AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Work Experience, Machinery, Turn Over, etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3094611,AKSHAYA KUMAR ROUT,23-Sep-2025 03:31 PM,Rejected-Finance,Not qualified,03-Nov-2025 12:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3095793,KAILASH CHANDRA SAHOO,22-Sep-2025 07:47 PM,Accepted-AOC,Successful Bidder by Lottery,12-Dec-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3096728,PRASAD KUMAR SAHOO,23-Sep-2025 03:30 PM,Rejected-Technical,Disqualified Due to Non Submission of Declaration for Establishment Hot Mix Plant within 60 Km from the work site as per DTCN Clause 1.2.11,23-Oct-2025 06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3096406,ROWNAQ PRASAD,23-Sep-2025 04:40 PM,Rejected-Technical,Disqualified due to 1.Inadequate work experience as per DTCN Clause No.- 2.2.1 2.Non Submission of Declaration for establishment Hot Mix plant within 60 Km from work site as per DTCN Clause 1.2.11,23-Oct-2025 06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
