Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Installation and Energisation of Dakribeda - I and II L.I.Project under Dasmantpur Block of Koraput District,Installation and Energisation of Dakribeda - I and II L.I.Project under Dasmantpur Block of Koraput District,Please refer Tender documents. ,NA ,"56,03,700",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,Koraput,No ,No,13-Oct-2025 10:00 AM,24-Oct-2025 11:00 AM,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,"11,800",0.0,Nil,Nil,No,E E L I Division Koraput,E E L I Division Koraput,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,03/2025-26,2025_OLIC_119009_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"56,037",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",AOC,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 01:27 PM,techsummary_554851.pdf (204.08 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2025_OLIC_119009_7,03/2025-26,Installation and Energisation of Dakribeda - I and II L.I.Project under Dasmantpur Block of Koraput District,1.0,3143719.0,M/S U.S. QUALITY ENGINEERING WORKS,INR,"5,621,172",1,3139672,BADAL PATTNAIK,22-Oct-2025 08:00 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,08-Dec-2025,"INR 4,763,705",90.0,JUGAL TAKRI,08-Dec-2025 04:13 PM,AOCsummary.pdf (40.00 KB),Awarded,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 05:17 PM,finsummary_554851.pdf (204.08 KB),Finance,bidders are participated successfully.,JUGAL TAKRI,06-Dec-2025 12:09 PM,finance_554851.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,2,3135096,CHANDAN NAYAK,20-Oct-2025 12:07 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,3146045,MAADURGA ENGINEERING AND ASSOCIATES PRIVATE LIMITED,23-Oct-2025 04:03 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,3139522,MANOJ KUMAR PANDA,21-Oct-2025 12:43 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,3132629,M/S ENGINEERS ENTERPRISES,17-Oct-2025 03:54 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,3136197,M/S MAHAMAYEE ENTERPRISES,20-Oct-2025 12:09 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,3136393,M/S. PADHI ELECTRICALS,21-Oct-2025 11:56 AM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,3132908,M/S SHANTI POWER AND CONSTRUCTION,18-Oct-2025 04:51 PM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,3143719,M/S U.S. QUALITY ENGINEERING WORKS,22-Oct-2025 07:07 PM,Accepted-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,3143680,Sambit Kumar Dash,23-Oct-2025 10:54 AM,Rejected-AOC,Awarded,08-Dec-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,AOC
