Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-07 of 2025-26.,2025_CERWI_120518_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Rev. rest Shed at Subalaya,S/R Buildings Work,Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,01-Nov-2025 05:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,01-Nov-2025 05:00 PM ,10-Nov-2025 04:00 PM ,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,1.0,ICICI BANK,"3,360",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,30-Dec-2025 08:23 PM,finsummary_561001.pdf (359.71 KB),Er Subhrata Meher,Internal,,Subhrata Meher,30-Dec-2025 08:22 PM,techsummary_561001.pdf (359.71 KB),30-Dec-2025,"INR 285,568",120.0,Subhrata Meher,30-Dec-2025 08:26 PM,Result.pdf (485.00 KB),Work awarded in regular lottery system,1.0,3210387.0,SHIBA PRASAD AGRAWALLA,INR,"285,568",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120518_31,BI No.Tender Online SNPR-07 of 2025-26.,S/R to Rev. rest Shed at Subalaya,1,3173854,ASHOK KUMAR PANIGRAHI,09-Nov-2025 03:48 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,Finance,18 nos of Bidders.,Subhrata Meher,20-Nov-2025 05:01 PM,,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3213601,ASHUTOSH MAHAPATRA,11-Nov-2025 04:20 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3209591,GAJENDRA PADHAN,10-Nov-2025 07:17 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3196487,GOURI MEHER,08-Nov-2025 12:05 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3210455,KALYANI NANDA,11-Nov-2025 11:18 AM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3209131,KOMAL AGRAWALA,10-Nov-2025 05:31 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3194250,PADMAN KUMAR PANDA,11-Nov-2025 03:34 AM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3180163,Pradeep Kumar Mahakur,05-Nov-2025 09:07 AM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3177468,PRAKASH KUMAR GHANTA,04-Nov-2025 08:38 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3198526,PRAYAS KUMAR SAHU,08-Nov-2025 06:24 PM,Rejected-AOC,Rejected,30-Dec-2025 08:26 PM,,,,,,,AOC
