EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"4,09,700",Yes,fixed,,Nil,Nil,"Construction Of 100 Men Barrack At RO, Nabarangpur",Building Work,Please refer Tender documents. ,NA ,"4,09,67,282",Civil Works - Buildings,NA ,Tender,90.0,365.0,Nabarangpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,EXTENSION OF DATE AND TIME,Date,,14-Oct-2025 06:55 PM,10-Nov-2025 10:30 AM,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,NA ,NA ,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,04-Dec-2025 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,15/OPHWC/2025-26,2025_OSPHW_119443_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,23-Dec-2025 12:34 PM,finsummary_555887.pdf (364.04 KB),Technical,11 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,10-Nov-2025 12:19 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_119443_3,15/OPHWC/2025-26,"Construction Of 100 Men Barrack At RO, Nabarangpur",1.0,3171966.0,Satyabrata Swain,INR,"36,145,433",23-Dec-2025,"INR 36,145,433",365.0,Bikram Keshari Malla,23-Dec-2025 12:38 PM,NABARANGAPUR.pdf (82.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 20.12.2025,1,3172400,Abhisek Goel,07-Nov-2025 03:07 PM,Rejected-Technical,Non submission of adequate turn over as per DTCN Cl. No.12 and 110(j).,03-Dec-2025 07:04 PM,Finance,Financial bid opened,LAXMIPRIYA NAYAK,04-Dec-2025 10:54 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,03-Dec-2025 07:04 PM,04-Dec-2025 10:30 AM,techsummary_555887.pdf (196.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3167547,Biswa Bihari Pattanaik,30-Oct-2025 04:39 PM,Rejected-Finance,DUE TO L2 BIDDER,23-Dec-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3170161,Dhiraj Kumar Agrawal,01-Nov-2025 11:48 AM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,03-Dec-2025 07:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3170264,JAI BAJRANGBALI INFRA,03-Nov-2025 12:10 PM,Rejected-Finance,DUE TO L2 BIDDER,23-Dec-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3168497,KASHINATH MOHARANA,31-Oct-2025 04:33 PM,Rejected-Finance,DUE TO L5 BIDDER,23-Dec-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3164554,MS JAYARAM PRADHAN,01-Nov-2025 12:40 AM,Rejected-Finance,DUE TO L3 BIDDER,23-Dec-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3172348,M/S Radha Devi Trading Co Proprietor-Binod Agrawal,01-Nov-2025 03:21 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,03-Dec-2025 07:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3165095,PRAKASH KUMAR NAHAK,29-Oct-2025 12:09 AM,Rejected-Finance,DUE TO L2 BIDDER,23-Dec-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3171966,Satyabrata Swain,01-Nov-2025 01:03 PM,Accepted-AOC,QUALIFIED BIDDER,23-Dec-2025 12:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3171510,SOURAV AGRAWAL,01-Nov-2025 11:09 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,03-Dec-2025 07:04 PM,,,,,,,,,,,,,,AOC
