Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
BDO Turekela,Internal,"BDO,AEE,WEO,BFO,SO,CP,JE,BPM Turekela Block",PURNANANDA PATEL,23-Oct-2025 07:10 PM,techsummary_554186.pdf (289.49 KB),21-Nov-2025,"INR 2,251,257",180.0,PURNANANDA PATEL,11-Dec-2025 01:47 PM,workorderMuslimCommunity.pdf (249.00 KB),1,3139964,DIPAK KUMAR AGRAWAL,21-Oct-2025 03:06 PM,Accepted-AOC,SELECTED LOWEST BID,11-Dec-2025 01:47 PM,1.0,3139964.0,DIPAK KUMAR AGRAWAL,INR,"1,913,793.27",Finance,"3 nos of bidders were submitted the bid document for the work Construction of Community-cum-cultural centre at Tentlukhunti,Jharni Gp for muslim community under Turekela Block. The bid documents were verified by the Tender Committee.",PURNANANDA PATEL,23-Oct-2025 07:08 PM,finance_554186.pdf,BOQ Comparative Chart,BDO Turekela,Internal,"BDO,AEE,WEO,BFO,SO,CP,JE,BPM Turekela Block",PURNANANDA PATEL,23-Oct-2025 07:14 PM,finsummary_554186.pdf (289.49 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,2025_PRBTR_118651_7,02/2025-26/TKL,"Construction of Community-cum-cultural centre at Tentlukhunti,Jharni Gp for muslim community under Turekela Block",AOC,"BDO,Turekela","Panchayat Samiti,Turekela",1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSTIN REGISTRATION CERTIFICATE AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,02/2025-26/TKL,2025_PRBTR_118651_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Community-cum-cultural centre at Tentlukhunti,Jharni Gp for muslim community under Turekela Block","Construction of Community-cum-cultural centre at Tentlukhunti,Jharni Gp for muslim community under Turekela Block",Please refer Tender Documents ,NA ,"22,51,257",Civil Works - Buildings,NA ,Tender,90.0,180.0,Turekela Block,767060.0,NA ,NA ,NA ,"O/O BDO, Turekela",No ,No,1.0,ICICI BANK,"22,513",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,26-Sep-2025 11:00 AM,23-Oct-2025 11:00 AM,26-Sep-2025 11:00 AM,22-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 11:00 AM,22-Oct-2025 05:00 PM,AOC
,,,,,,,,,,,,2,3138661,KALYANI SIPKA,21-Oct-2025 01:02 PM,Rejected-AOC,REJECTED,11-Dec-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3102048,SWAYAM LATH,06-Oct-2025 10:39 AM,Rejected-AOC,REJECTED,11-Dec-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
