EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,970",Yes,fixed,,Nil,Nil,13-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,13-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,1.0,ICICI BANK,Construction of Box Culvert near at RD 13560 m of Bhimtikra Distributary for the year 2025-26,Construction of Box Culvert near at RD 13560 m of Bhimtikra Distributary for the year 2025-26,Please refer Tender documents. ,NA ,"8,97,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Barpali,768029.0,NA ,NA ,NA ,O/o the Superintending Engineer Barpali Irrigation,No ,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",BID07(01-04)/2025-26,2025_CEBBU_121081_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Bid Document,EMD,GSTIN,PAN,Affidavit,NRC and other documents as per DTCN","S.E Barpali Irrigation Division,Barpali","O/o the S.E. Barpali Irrigation Division,Barpali",AOC,1,3239638,ATISH MOHANTY,19-Nov-2025 09:34 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,24-Dec-2025,"INR 762,424",45.0,Chandan Saraf,24-Dec-2025 01:33 PM,01.pdf (161.00 KB),SUPERINTENDING ENGINEER BARPALI,Internal,"SE, DAO AND ESTIMATOR",Chandan Saraf,25-Nov-2025 12:31 PM,techsummary_563325.pdf (225.40 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",2025_CEBBU_121081_1,BID07(01-04)/2025-26,Construction of Box Culvert near at RD 13560 m of Bhimtikra Distributary for the year 2025-26,"SE,Barpali Irr Div",Internal,"SE,DAO,Estr",Chandan Saraf,24-Dec-2025 01:30 PM,finsummary_563325.pdf (161.40 KB),Finance,open,Chandan Saraf,21-Nov-2025 12:15 PM,,BOQ Comparative Chart,1.0,3241425.0,SANATAN NAYAK,INR,"762,424",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,2,3238054,BIPRACHANDRA BEHERA,20-Nov-2025 11:46 AM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3240808,BIPRA JIMUTA BAHANA DASH,20-Nov-2025 12:02 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3235965,JEEVARDHAN NAIK,19-Nov-2025 09:00 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3236344,Manoj Kumar Panda,18-Nov-2025 07:54 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3242152,Monalisa Hota,20-Nov-2025 04:01 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3233984,RATRU RANA,17-Nov-2025 10:28 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3236375,SAMUGA NAIKEL,18-Nov-2025 08:09 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3241425,SANATAN NAYAK,20-Nov-2025 01:52 PM,Accepted-AOC,AOC,24-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3241009,SARJAN BARIK,20-Nov-2025 01:00 PM,Rejected-Finance,Not Qualified lottery,24-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
