S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,20-Aug-2025 10:00 AM,04-Sep-2025 11:00 AM,20-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,NA ,NA ,20-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,Municipal Bodies||Kesinga NAC,KSNG-NAC-2/2025-26,2025_ORULB_116973_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Modification of Date,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"1,770",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,CONSTRUCTION OF ROAD NEAR NRUPA MAHALA HOUSE AT OM NAGAR IN WARD NO 06,CONSTRUCTION OF ROAD NEAR NRUPA MAHALA HOUSE AT OM NAGAR IN WARD NO 06,Please refer Tender documents. ,NA ,"1,76,991",Civil Works - Roads,NA ,Rate Contract,90.0,60.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,"EXECUTIVE OFFICER,NAC,KESINGA","NAC,Kesinga,Dist-Kalahandi",AOC,Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,20-Dec-2025 06:32 PM,techsummary_549519.pdf (3382.99 KB),Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,20-Dec-2025 06:36 PM,finsummary_549519.pdf (3382.99 KB),Finance,As per tender committee,Narayan Maharana,20-Dec-2025 06:28 PM,finance_549519.pdf,BOQ Comparative Chart,20-Dec-2025,"INR 150,460",60.0,Narayan Maharana,20-Dec-2025 06:39 PM,WO10.pdf (1351.00 KB),As per tender committee,1,3048908,BIKASH BAG,25-Aug-2025 08:54 PM,Rejected-Finance,As per tender committee,20-Dec-2025 06:36 PM,1.0,3062455.0,KAMAL LOCHAN BHUYAN,INR,"150,460",Municipal Bodies||Kesinga NAC,2025_ORULB_116973_10,KSNG-NAC-2/2025-26,CONSTRUCTION OF ROAD NEAR NRUPA MAHALA HOUSE AT OM NAGAR IN WARD NO 06,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3060691,BIKRAM SAGAR,02-Sep-2025 05:27 PM,Rejected-Finance,As per tender committee,20-Dec-2025 06:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3062455,KAMAL LOCHAN BHUYAN,03-Sep-2025 03:36 PM,Accepted-AOC,As per tender committee,20-Dec-2025 06:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3050738,SUDHANSU SEKHAR DAS,02-Sep-2025 12:27 PM,Rejected-Finance,As per tender committee,20-Dec-2025 06:36 PM,,,,,,,,,,AOC
