Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
26-Sep-2025 06:00 PM,08-Oct-2025 11:00 AM,26-Sep-2025 06:00 PM,06-Oct-2025 04:00 PM,26-Sep-2025 06:00 PM ,06-Oct-2025 04:00 PM ,26-Sep-2025 06:00 PM,06-Oct-2025 04:00 PM,10-Nov-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,ONLINE TRANSFER TOWARDS COST OF BID DOCUMENTS AND EMD,SE Rairangpur R and B Division,O/O the SE Rairangpur R and B Division,Construction of Laboratory Room at Rairangpur (R and B) Division Office at Rairangpur for the year 2024 25,Construction of Laboratory Room at Rairangpur (R and B) Division Office at Rairangpur for the year 2024 25,Please refer Tender documents. ,NA ,"26,60,700",Civil Works - Buildings,NA ,Tender,90.0,90.0,Rairangpur,757043.0,NA ,NA ,NA ,O/O the SE Rairangpur R and B Division,No ,No,"6,000",0.0,Nil,Nil,No,"26,607",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,IFB SE 27 OF 2025-26,2025_EICCL_118736_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,2025_EICCL_118736_4,IFB SE 27 OF 2025-26,Construction of Laboratory Room at Rairangpur (R and B) Division Office at Rairangpur for the year 2024 25,Technical,TEN NOS BIDS OPENED FOR TECHNICAL EVALUATION,Sumit Saurav Sahu,06-Nov-2025 03:49 PM,,SUMIT SOURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,Sumit Saurav Sahu,11-Dec-2025 04:55 PM,finsummary_554308.pdf (1865.26 KB),1.0,3111963.0,SHREE BALAJI ENTERPRISES,INR,"2,261,828.66",1,3110088,BARENDRA KRISHNA MATAGAJSINGH,04-Oct-2025 07:31 PM,Rejected-Technical,DISQUALIFIED,06-Nov-2025 03:56 PM,11-Dec-2025,"INR 2,261,828.66",90.0,Sumit Saurav Sahu,11-Dec-2025 05:01 PM,6420.pdf (1320.00 KB),SUMIT SAURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,Sumit Saurav Sahu,06-Nov-2025 03:56 PM,10-Nov-2025 11:00 AM,techsummary_554308.pdf (5651.09 KB),Finance,open,Sumit Saurav Sahu,11-Dec-2025 04:49 PM,finance_554308.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,.pdf,"LICENCE, GSTIN AND PANCARD,MACHINERIES AND OTHER DOCUMENTS as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3112410,CHANDRA BHUSAN YADAV,06-Oct-2025 02:47 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3112401,HARAPRASAD SARDAR,06-Oct-2025 03:47 PM,Rejected-Technical,DISQUALIFIED,06-Nov-2025 03:56 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3112076,joyram beshra,06-Oct-2025 02:44 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3112406,LALIT BHARTI,06-Oct-2025 02:46 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3112230,RANJIT KUMAR NANDA,06-Oct-2025 01:44 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3112581,SANGITA ROUT,06-Oct-2025 03:59 PM,Rejected-Technical,DISQUALIFIED,06-Nov-2025 03:56 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3112360,SATYA SUNDAR DAS,06-Oct-2025 02:16 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3111963,SHREE BALAJI ENTERPRISES,06-Oct-2025 12:51 PM,Accepted-AOC,Lottery Winner,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3110045,SUBRAT KUMAR BEHERA,04-Oct-2025 09:25 PM,Rejected-AOC,Lottery,11-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
