Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Swagat Das, BDO Baranga",Internal,"Aditya Narayan Mishra, AEE, Baranga, Sanjat Kumar Dash, AO, Baranga, Manoj Kumar Swain, CP, Baranga, Buddhadev Jena, JE, Baranga",SWAGAT DAS,28-Oct-2025 02:06 PM,techsummary_552055.pdf (2757.76 KB),29-Dec-2025,"INR 1,929,505",240.0,SWAGAT DAS,22-Dec-2025 03:27 PM,Ksasan.pdf (830.00 KB),1,3091131,Binay Kumar Swain,22-Sep-2025 06:52 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,Finance,Proceed for technical evaluation,SWAGAT DAS,16-Oct-2025 04:25 PM,finance_552055.pdf,BOQ Comparative Chart,1.0,3099605.0,NIHAR RANJAN SAHOO,INR,"1,929,505",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BARANGA Block,2025_PRBRG_117884_1,BLKBARANGA-5 / 2025-26,Construction of GPLF Office Building with Market Complex at Kuranga Sasan,"Swagat Das, BDO Baranga",Internal,"Aditya Narayan Mishra, AEE, Baranga, Sanjat Kumar Dash, BFO, Baranga, Manoj Kumar Swain, CP Baranga, Buddhadev Jena, JE, Baranga, Lokanath Naik, SO, Baranga",SWAGAT DAS,24-Nov-2025 01:25 PM,finsummary_552055.pdf (1262.72 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,12-Sep-2025 10:00 AM,26-Sep-2025 11:30 AM,12-Sep-2025 10:00 AM,25-Sep-2025 05:00 PM,12-Sep-2025 10:00 AM ,25-Sep-2025 03:00 PM ,12-Sep-2025 10:00 AM,25-Sep-2025 05:00 PM,"6,000",Nil,Nil,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BARANGA Block,BLKBARANGA-5 / 2025-26,2025_PRBRG_117884_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Block Development Officer, Baranga","Office of the Panchayat Samiti, Baranga","23,000",Yes,fixed,,Nil,Nil,Construction of GPLF Office Building with Market Complex at Kuranga Sasan,Construction of GPLF Office Building with Market Complex at Kuranga Sasan,Please refer Tender documents. ,NA ,"22,69,739",Civil Works - Buildings,NA ,Tender,90.0,240.0,Kuranga Sasan,754005.0,NA ,NA ,NA ,"Office of the Panchayat Samiti, Baranga",No ,No,AOC
,,,,,,,,,,,,2,3099601,BRUSODHWAJA NAYAK,25-Sep-2025 03:03 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3083962,CHITTARANJAN ROUT,16-Sep-2025 04:15 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3094519,KRISHNANANDA NAYAK,22-Sep-2025 01:36 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3094545,MAHADEV CONSTRUCTION,24-Sep-2025 01:34 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3088152,NAMITA MOHANTY,19-Sep-2025 02:05 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3099605,NIHAR RANJAN SAHOO,25-Sep-2025 02:14 PM,Accepted-AOC,L1 as per Transparent Lottery,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3095412,NIRANJAN BEHERA,22-Sep-2025 04:52 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3085624,PRATAP KUMAR SAMANTARAY,24-Sep-2025 11:54 AM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3091262,PUJARANI DASH,20-Sep-2025 07:42 PM,Rejected-AOC,Not L1,22-Dec-2025 03:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
