Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,14/OPHWC/2025-26,2025_OSPHW_118639_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,26-Sep-2025 06:55 PM,20-Oct-2025 10:30 AM,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,26-Nov-2025 10:30 AM,"1,78,100",Yes,fixed,,Nil,Nil,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"Constn. of 6 Nos. E type Qtrs. at Anandapur, Keonjhar",Building Work,Please refer Tender documents. ,NA ,"1,78,09,230",Civil Works - Buildings,NA ,Tender,90.0,365.0,Keonjhar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,20-Dec-2025 04:57 PM,finsummary_554083.pdf (371.65 KB),Technical,5 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,22-Oct-2025 06:09 PM,,AS PER TC MINUTES,Internal,AS PER TC MINUTES,ANANDA CHANDRA PANDA,25-Nov-2025 05:42 PM,26-Nov-2025 10:30 AM,techsummary_554083.pdf (358.63 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,26-Nov-2025 10:44 AM,,BOQ Comparative Chart,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_118639_17,14/OPHWC/2025-26,"Constn. of 6 Nos. E type Qtrs. at Anandapur, Keonjhar",1.0,3134828.0,LAXMIKANTA BEHERA,INR,"15,139,627",1,3131437,BISHNU PRASAD SETHY,16-Oct-2025 05:36 PM,Rejected-Finance,DUE TO L3 BIDDER,20-Dec-2025 04:57 PM,20-Dec-2025,"INR 15,139,627",365.0,Bikram Keshari Malla,20-Dec-2025 05:00 PM,ANANDAPUR.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 19.12.2025,AOC
,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3134239,DEEPAK KUMAR JENA,18-Oct-2025 01:38 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,25-Nov-2025 05:42 PM,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3134828,LAXMIKANTA BEHERA,18-Oct-2025 04:26 PM,Accepted-AOC,QUALIFIED BIDDER,20-Dec-2025 05:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3133280,MANAMOHAN BARAL,18-Oct-2025 12:33 PM,Rejected-Finance,DUE TO L2 BIDDER,20-Dec-2025 04:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3134683,RATNAKAR NAIK,18-Oct-2025 03:24 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,25-Nov-2025 05:42 PM,,,,,,,,AOC
