Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
13-Dec-2025,"INR 3,175,732",180.0,LAXMAN SAHOO,13-Dec-2025 07:57 PM,TSQAlapaka.pdf (573.00 KB),1.0,3033544.0,PRANAB KUMAR MAJHI,INR,"3,175,732",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116140_18,ITDASNG-03/2025-26,Construction of twin staff quarters (2 Units Teaching) at Alapaka Ashram School under Lephripara Block,1,3033487,ABHAYA KUMAR NAIK,12-Aug-2025 03:34 PM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,Finance,TENDER STATUS,LAXMAN SAHOO,22-Aug-2025 10:07 PM,finance_547569.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,13-Dec-2025 07:52 PM,finsummary_547569.pdf (432.45 KB),COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,13-Dec-2025 07:36 PM,techsummary_547569.pdf (432.45 KB),AOC,"6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-26,2025_STSCD_116140_18,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of twin staff quarters (2 Units Teaching) at Alapaka Ashram School under Lephripara Block,Construction of twin staff quarters (2 Units Teaching) at Alapaka Ashram School under Lephripara Block,AS PER DTCN ,NA ,"37,35,716",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH",29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,"37,357",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN Card, GSTIN, No relation certificate, Affidavit and other documents as per DTCN",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,3032469,KRUSHNA CHANDRA TANDIA,11-Aug-2025 10:33 PM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,3032134,MANOJ KUMAR PUROHIT,11-Aug-2025 06:29 PM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3033544,PRANAB KUMAR MAJHI,12-Aug-2025 04:00 PM,Accepted-AOC,1st lowest in transparent lottery process,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3032612,PRIYAM KUMAR NAIK,12-Aug-2025 07:04 AM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3033143,RAJ KUMAR PATEL,12-Aug-2025 01:15 PM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3032562,SURJIT PATEL,12-Aug-2025 12:19 AM,Rejected-AOC,Disqualified,13-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
