Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Kendrapara Municipality,01/KM 2025-26,2025_ORULB_113809_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Completion of Ground Floor and Construction of 1st Floor Building of Kacheri Road Market Complex of Kendrapara Municipality,Completion of Ground Floor and Construction of 1st Floor Building of Kacheri Road Market Complex of Kendrapara Municipality,Please refer Tender documents. ,NA ,"19,98,889",Civil Works - Others,NA ,Tender,120.0,180.0,kendrapara municipality,754211.0,NA ,NA ,NA ,kendrapara municipality,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DOCUMENT AS PER DTCN,28-May-2025 11:00 AM,11-Jun-2025 11:00 AM,28-May-2025 11:00 AM,10-Jun-2025 05:00 PM,28-May-2025 11:00 AM ,10-Jun-2025 05:00 PM ,28-May-2025 11:00 AM,10-Jun-2025 05:00 PM,"19,989",Yes,percentage,1.0%,Nil,Nil,executive officer,kendrapara municipality,AOC,Chairperson,Internal,"JE,ME,EO,CP",Ajit Narayanprasad Giri,25-Dec-2025 09:31 AM,finsummary_541118.pdf (661.58 KB),Chairperson,Internal,"JE,ME,EO,CP",Ajit Narayanprasad Giri,25-Dec-2025 09:26 AM,techsummary_541118.pdf (307.31 KB),25-Dec-2025,"INR 1,895,946.3",60.0,Ajit Narayanprasad Giri,25-Dec-2025 09:35 AM,bipinwork.pdf (662.00 KB),Bipin Bihari Behera is the lowest bidder,1.0,2959696.0,Bipin Bihari Behera,INR,"1,895,946.3",Municipal Bodies||Kendrapara Municipality,2025_ORULB_113809_48,01/KM 2025-26,Completion of Ground Floor and Construction of 1st Floor Building of Kacheri Road Market Complex of Kendrapara Municipality,1,2959696,Bipin Bihari Behera,10-Jun-2025 03:02 PM,Accepted-AOC,Bipin Bihari Behera is the lowest bidder,25-Dec-2025 09:35 AM,Finance,All the bidders are accepted,Suryakanta Nayak,09-Aug-2025 10:30 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2954937,HEMANT KUMAR BISWAL,06-Jun-2025 08:49 PM,Rejected-Finance,Lowest Four,25-Dec-2025 09:31 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2951730,Kishore Kumar Singh,06-Jun-2025 08:08 PM,Rejected-Finance,Lowest Two,25-Dec-2025 09:31 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2960021,SANA MALIK,10-Jun-2025 04:52 PM,Rejected-Finance,Lowest Three,25-Dec-2025 09:31 AM,,,,,,,AOC
