EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,600",Yes,fixed,,Nil,Nil,16-Oct-2025 05:30 PM,30-Oct-2025 11:00 AM,16-Oct-2025 05:30 PM,29-Oct-2025 05:00 PM,16-Oct-2025 05:30 PM ,28-Oct-2025 05:00 PM ,16-Oct-2025 05:30 PM,29-Oct-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN in PDF And BoQ in Excel,SR to RI Office Building at Ankushapur for the year 2025-26,SR to RI Office Building at Ankushapur for the year 2025-26,NA ,NA ,"2,52,160",Civil Works - Buildings,NA ,Tender,90.0,30.0,Berhampur,760012.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/10/SERWD-II/2025-26,2025_CERWI_119629_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",AOC,06-Dec-2025,"INR 214,361",30.0,Sudipta Senapati,06-Dec-2025 02:01 PM,3RIoffAnkushapurWO.pdf (866.00 KB),Work Order,1,3153391,Akhilananda Panigrahi,27-Oct-2025 01:45 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,06-Dec-2025 01:52 PM,techsummary_556490.pdf (975.46 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,06-Dec-2025 01:56 PM,finsummary_556490.pdf (2260.72 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_119629_1,Online Tender/10/SERWD-II/2025-26,SR to RI Office Building at Ankushapur for the year 2025-26,1.0,3166241.0,BAPINI SETHY,INR,"214,361",Finance,Document to be verified and under scrutiny.,Sudipta Senapati,05-Dec-2025 04:51 PM,finance_556490.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3166241,BAPINI SETHY,29-Oct-2025 03:41 PM,Accepted-AOC,Successful Bidder in Lottery,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3166157,BHAGABAN SAHU,29-Oct-2025 03:22 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3163946,DEEPAK KUMAR MOHAPATRA,28-Oct-2025 04:02 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3159917,DEEPAK KUMAR PATRO,27-Oct-2025 03:50 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3164059,GOBINDA CHANDRA SETHI,28-Oct-2025 04:34 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3155644,JYOSHNA RANI SAHU,26-Oct-2025 07:09 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3160043,KRISHNA JENA,27-Oct-2025 04:04 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3166063,Lachheya Mangulu Nadi,29-Oct-2025 02:47 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3146167,MUNA SETHI,28-Oct-2025 02:14 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
