Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
"Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Prakash Kumar Mishra,15-Nov-2025 06:16 PM,techsummary_552809.pdf (498.05 KB),1,3096599,ABHILASH PRADHAN,23-Sep-2025 03:47 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,05-Dec-2025,"INR 1,714,470",180.0,Prakash Kumar Mishra,11-Dec-2025 12:52 PM,4622.pdf (376.00 KB),M/s Excel Infrastructure has deposited requisite amount of APS and ISD,1.0,3101785.0,M/s Excel Infrastructure,INR,"1,714,470",Finance,20 nos bidders participated in the tender,Prakash Kumar Mishra,06-Nov-2025 04:52 PM,,BOQ Comparative Chart,"Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Prakash Kumar Mishra,01-Dec-2025 01:22 PM,finsummary_552809.pdf (657.49 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_118123_2,EERWELBBSR 14/ 2025-26,"EI to Provision of New Video Conferencing System, Conventional LA, DG Set and Glow Sign Board at O/o Executive Engineer RW Division Nimapara",AOC,"20,168",No,percentage,1.0%,Nil,Nil,18-Sep-2025 12:00 PM,04-Oct-2025 01:00 PM,18-Sep-2025 12:00 PM,03-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 12:00 PM,03-Oct-2025 05:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR 14/ 2025-26,2025_CERWI_118123_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license copy ,GST certificate ,PAN card , EMD","EI to Provision of New Video Conferencing System, Conventional LA, DG Set and Glow Sign Board at O/o Executive Engineer RW Division Nimapara","EI to Provision of New Video Conferencing System, Conventional LA, DG Set and Glow Sign Board at O/o Executive Engineer RW Division Nimapara",Please refer Tender documents. ,NA ,"20,16,786",Electrical Works,NA ,Tender,90.0,180.0,Nimapara,752106.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010",AOC
,,,,,,2,3105684,ANIL KUMAR SAHU,02-Oct-2025 11:45 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,"Tender paper cost, Affidavit for correctness, no relation certificate",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3104200,BABA ELECTRICAL CONSTRUCTION,01-Oct-2025 12:03 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3102276,CHAKADOLA ELECTRICAL,02-Oct-2025 12:44 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3100483,Debajyoti millennium pvt ltd,03-Oct-2025 04:05 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3107638,DEEPAK KUMAR KHATUA,03-Oct-2025 04:48 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3107128,DHYAN CHAND MISHRA,03-Oct-2025 01:39 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3102264,Dillip Ranjan Das,28-Sep-2025 08:55 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3105918,Fusion Power,03-Oct-2025 01:17 PM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3105775,MELUHA ELEKTRON,03-Oct-2025 12:40 AM,Rejected-Finance,Looser on Lottery,01-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
