Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PANCARD, GST, CONTRACTOR REGISTRATION, AFFIDAVIT ETC","2,000",0.0,Nil,Nil,No,22-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,22-Aug-2025 11:00 AM,02-Sep-2025 05:30 PM,22-Aug-2025 11:00 AM ,01-Sep-2025 03:00 PM ,22-Aug-2025 11:00 AM,02-Sep-2025 05:30 PM,Divisional Officer,"RURAL WORKS DIVISION NO.II, MALKANGIRI",1.0,ICICI BANK,"4,220",Yes,fixed,,Nil,Nil,S/R T0 POLICE BARRAK BUILDINGS AT POTTERU 2025-26,S/R T0 POLICE BARRAK BUILDINGS AT POTTERU 2025-26,NA ,NA ,"4,20,113",Civil Works - Buildings,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, MALKANGIRI",No ,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,05/2025-26,2025_CERWI_117025_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,15-Dec-2025 06:43 PM,finsummary_549785.pdf (273.91 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,2025_CERWI_117025_1,05/2025-26,S/R T0 POLICE BARRAK BUILDINGS AT POTTERU 2025-26,1.0,3056394.0,BIKRAM MONDAL,INR,"357,138",Finance,AOC for Agreement Details,Jangya Narayan Gouda,15-Dec-2025 06:33 PM,finance_549785.pdf,BOQ Comparative Chart,1,3060215,ANIMESH MONDAL,01-Sep-2025 09:02 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,15-Dec-2025,"INR 357,138",60.0,Jangya Narayan Gouda,15-Dec-2025 06:48 PM,AGTPoliceBarrackPoteruBikramMandal2526.pdf (274.00 KB),AOC for Agreement Details,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,15-Dec-2025 06:38 PM,techsummary_549785.pdf (273.91 KB),AOC
,,.xls,Boq,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3056612,BADAL MAHAJAN,31-Aug-2025 10:54 AM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3058494,Bhabani Sarkar,01-Sep-2025 08:27 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3054355,BHARATI JODDAR,29-Aug-2025 04:33 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3056764,BIJAY KUMAR RAY,31-Aug-2025 02:16 AM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3056394,BIKRAM MONDAL,31-Aug-2025 07:54 PM,Accepted-AOC,Lottery Winner,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3056081,CHAMELI BISWAS,30-Aug-2025 09:06 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3055645,CHAMPA RANI BISWAS,30-Aug-2025 03:25 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3061371,DEVI PRASAD MOHAPATRA,02-Sep-2025 04:03 PM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3058329,GUDLA RAJA PATRA,01-Sep-2025 11:47 AM,Rejected-AOC,Un-Successful,15-Dec-2025 06:48 PM,,,,,,,,,,,,,,AOC
