Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Improvement of Bandumundakata MIP in Barpali Block Of Bargarh District Under CRITICAL scheme for the FY 2025-26,Improvement of Bandumundakata MIP in Barpali Block Of Bargarh District Under CRITICAL scheme for the FY 2025-26,Please refer Tender documents. ,NA ,"12,60,298",Civil Works - Others,NA ,Tender,90.0,90.0,Barpali,768029.0,NA ,NA ,NA ,"O/o the SE MI Division, Padampur, Pin-768036",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Licence CDMS,GSTN,Original affidavit,Norelation,PAN,EMD,Paper Cost as per DTCN",1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SEMIDPDP-02/2025-26,2025_CEMIB_117804_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"12,700",Yes,fixed,,Nil,Nil,10-Sep-2025 11:00 AM,25-Sep-2025 11:00 AM,10-Sep-2025 11:00 AM,24-Sep-2025 05:00 PM,NA ,NA ,10-Sep-2025 11:00 AM,24-Sep-2025 05:00 PM,"SE MI Division, Padampur","O/o the SE MI Division, Padampur, Pin-768036",AOC,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_117804_1,SEMIDPDP-02/2025-26,Improvement of Bandumundakata MIP in Barpali Block Of Bargarh District Under CRITICAL scheme for the FY 2025-26,Sri Arun Kumar Jyotrimaya,Internal,"Sri Ashwani Mishra,D.A.O.,Sri Hemant Kumar Marandi,A.E.E. Estimator I/C,Sri Samir Kumar Behera,J.E.Estr.",HEMANTA MARANDI,11-Oct-2025 03:45 PM,finsummary_551897.pdf (364.28 KB),Finance,"Sri Arun Kumar Jyotrimaya,Superintending Engineer as Chairperson,Ashwani Mishra,DAO, Hemanta Kumar Marandi,AEE Estimator I/C,Samir Kumar Behera,JE Estimator",Samir Kumar Behera,06-Oct-2025 06:52 AM,finance_551897.pdf,BOQ Comparative Chart,1.0,3095966.0,SANANDA PANDE,INR,"1,071,380",1,3095685,AJAYA KUMAR BARIHA,22-Sep-2025 06:53 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,01-Nov-2025,"INR 1,071,380",90.0,ARUN KUMAR JYOTRIMAYA,04-Dec-2025 03:16 PM,29Bandumunda.pdf (860.00 KB),"The Work is awarded to Sri Sananda Pande ""C"" Class Contractor vide Agtt. No.29P1/25-26.The D.O.C and Completion as dt.01/11/2025 and 31/01/2026 for contract amount Rs.1071380.00 With GST 18%",Sri Arun Kumar Jyotrimaya,Internal,"Sri Ashwani Mishra,D.A.O.,Sri Hemant Kumar Marandi,A.E.E. Estimator I/C,Sri Samir Kumar Behera,J.E.Estr.",HEMANTA MARANDI,08-Oct-2025 09:38 AM,techsummary_551897.pdf (476.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3084222,ARABINDA BABU,16-Sep-2025 06:40 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3077234,Arati Sahu,14-Sep-2025 04:48 PM,Rejected-Technical,Not Qualified,08-Oct-2025 09:38 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3090091,ASHOK KUMAR SAHU,20-Sep-2025 12:31 PM,Rejected-Technical,Not Qualified,08-Oct-2025 09:38 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3097641,ATISH MOHANTY,24-Sep-2025 08:28 AM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3088861,BALLABHI SAHU,19-Sep-2025 07:00 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3098667,BANDITA TRIPATHY,24-Sep-2025 02:24 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3098600,DINGARA MEHER,24-Sep-2025 01:59 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3083422,JAGADISH SAHU,23-Sep-2025 02:18 PM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3097599,KAMALINI BARIK,24-Sep-2025 08:57 AM,Rejected-AOC,Rejected,04-Dec-2025 03:17 PM,,,,,,,,,,,,,,AOC
