Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,"15Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,15-Sep-2025 02:57 PM,finance_551283.pdf,BOQ Comparative Chart,1,3071956,ASISH KUMAR NAYAK,09-Sep-2025 02:33 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_117579_47,SE RandB Divn No.I-BAM-05/2025-26,"Annual repair and maintenance to internal road such as pothole repair berm cutting, jungle cleaning and removing the debris etc of MKCG Medical College and Hospital at Berhampur.",1.0,3071755.0,RABI NARAYANA SAHU,INR,"521,907",22-Dec-2025,"INR 521,907",30.0,Somanath Tripathy,22-Dec-2025 12:37 PM,615.pdf (2081.00 KB),Contract awarded to Sri/Smt Rabi Narayan Sahu,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,22-Dec-2025 12:26 PM,techsummary_551283.pdf (2080.68 KB),"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,22-Dec-2025 12:32 PM,finsummary_551283.pdf (2080.68 KB),AOC,03-Sep-2025 05:15 PM,10-Sep-2025 11:30 AM,03-Sep-2025 05:15 PM,09-Sep-2025 04:00 PM,03-Sep-2025 05:15 PM ,09-Sep-2025 04:00 PM ,03-Sep-2025 05:15 PM,09-Sep-2025 04:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","Annual repair and maintenance to internal road such as pothole repair berm cutting, jungle cleaning and removing the debris etc of MKCG Medical College and Hospital at Berhampur.","Annual repair and maintenance to internal road such as pothole repair berm cutting, jungle cleaning and removing the debris etc of MKCG Medical College and Hospital at Berhampur.",Please refer Tender documents. ,NA ,"6,13,936",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,"6,200",Yes,fixed,,Nil,Nil,1.0,period of completion,Other,,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-05/2025-26,2025_EICCL_117579_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3070670,BIGHNESWAR PADHY,09-Sep-2025 01:17 AM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3063956,G Kamaraju Reddy,08-Sep-2025 10:19 AM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3064410,Kiranabala Nayak,09-Sep-2025 01:40 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3067278,KRISHNA JENA,07-Sep-2025 01:43 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3071517,LIPUN SAHU,09-Sep-2025 12:59 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3070427,MITHUN KUMAR SAHU,09-Sep-2025 08:18 AM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3064274,MUNA SETHI,05-Sep-2025 01:00 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3071484,NIMMANA SIVANI,09-Sep-2025 01:27 PM,Rejected-AOC,Reject in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3071755,RABI NARAYANA SAHU,09-Sep-2025 01:51 PM,Accepted-AOC,Win in Lottery,22-Dec-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
