Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Superintending Engineer OTDC Ltd Bhubaneswar,O/o Superintending Engineer OTDC Ltd Bhubaneswar,Odisha Tourism Devl. Corp.,BP I/16/2025-26 Dt. 24.07.2025,2025_OTDC_116291_1,Yes,National Competitive Bid,EOI,Services,1.0,No,No,Online,No,No,No,"10,000","1,800",Nil,Nil,No,1.0,1ST Corringendum to Empanelment of Architectural Firms for providing comprehensive architectural Services,Date,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,EOI,31-Jul-2025 02:00 PM,02-Sep-2025 11:30 AM,31-Jul-2025 02:00 PM,01-Sep-2025 05:00 PM,NA ,NA ,31-Jul-2025 02:00 PM,01-Sep-2025 05:00 PM,"20,000",No,fixed,,Nil,Nil,Empanelment of Architectural Firms for providing comprehensive architectural Services,Empanelment of Architectural Firms for providing comprehensive architectural Services,As Per EOI ,NA ,,Consultancy Services,NA ,Empanelment,120.0,0.0,OTDC BP Division Bhubaneswar,751014.0,NA ,NA ,NA ,O/o Superintending Engineer OTDC Ltd Bhubaneswar,No ,No,AOC,Odisha Tourism Devl. Corp.,2025_OTDC_116291_1,BP I/16/2025-26 Dt. 24.07.2025,Empanelment of Architectural Firms for providing comprehensive architectural Services,1.0,3021777.0,Octavo Solution Pvt.Ltd,INR,0.0,S.K. Behera,Internal,"S. PRADHAN, P. K. JENA, S. K. JENA, A. S. SWAIN, D. MALLICK",Lopamudra Behera,20-Dec-2025 01:47 PM,techsummary_547905.pdf (4324.80 KB),20-Dec-2025,INR 0,730.0,Subrat Kumar Jena,20-Dec-2025 09:15 PM,AOC.pdf (4418.00 KB),WORK ORDER,S.K. Behera,Internal,,Subrat Kumar Jena,20-Dec-2025 08:28 PM,finsummary_547905.pdf (642.08 KB),Finance,List of Bidders,Sunil Kumar Behera,08-Oct-2025 12:53 PM,finance_547905.pdf,1,3058540,727 Architects,01-Sep-2025 12:55 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,2Nd Corrigendum,Other,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Documents As per EOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,3025886.0,ARCH EN DESIGN,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,3052269,APICES STUDIO PRIVATE LIMITED,30-Aug-2025 06:23 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3.0,3026699.0,MASS N VOID DESIGN CONSULTANTS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,3025886,ARCH EN DESIGN,30-Aug-2025 02:35 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4.0,3026717.0,Studio Vasuda,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,3028192,ARCHOHM CONSULTS PRIVATE LIMITED,23-Aug-2025 05:24 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5.0,3027549.0,ESPACE,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5,3050895,DDF Consultants Private Limited,30-Aug-2025 05:03 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6.0,3028116.0,GREEN DIMENSION ARCHITECTS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6,3055299,DEBENDRA KUMAR PARIDA,29-Aug-2025 06:17 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7.0,3028192.0,ARCHOHM CONSULTS PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7,3055824,Designers Forum,30-Aug-2025 01:32 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8.0,3032199.0,Structwel Designers And Consultants Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8,3042460,DESIGN PRAGMATICS PLUS ARCHITECTURE,30-Aug-2025 05:06 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9.0,3033444.0,Space Ace,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9,3043855,Dhrumataru consultants and Constructions,22-Aug-2025 01:01 PM,Rejected-Technical,Not Fulfilled eligibility criteria,20-Dec-2025 01:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10.0,3033651.0,Muralage,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10,3027549,ESPACE,28-Aug-2025 05:43 PM,Accepted-AOC,Successful Bidder,20-Dec-2025 09:15 PM,AOC
