Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY06/2025-26,2025_CEMIB_118146_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,17-Sep-2025 11:55 AM,04-Oct-2025 11:00 AM,17-Sep-2025 11:55 AM,03-Oct-2025 05:30 PM,NA ,NA ,17-Sep-2025 11:55 AM,03-Oct-2025 05:30 PM,28-Oct-2025 01:30 PM,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN","55,100",Yes,fixed,,Nil,Nil,Construction Of Gaudaguda Check Dam Over Goudaguda Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,Construction Of Gaudaguda Check Dam Over Goudaguda Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,Please refer tender documents ,NA ,"55,04,085",Civil Works - Water Works,NA ,Tender,90.0,180.0,Laxmipur,765013.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,AOC,Superintending Engineer,Internal,,Nihar Ranjan Behera,03-Dec-2025 11:06 AM,finsummary_552874.pdf (120.23 KB),Technical,On opening the bids total 13 nos. of bids were found to be received online. Hence 13 nos. of bids were found to be valid.,Nihar Ranjan Behera,28-Oct-2025 01:03 PM,technical_552874.pdf,Superintending Engineer,Internal,,Nihar Ranjan Behera,28-Oct-2025 01:07 PM,28-Oct-2025 01:30 PM,techsummary_552874.pdf (1512.11 KB),Finance,On Opening the bids total 13nos of bids were found to be received online. Hence 13nos.of bids were found to be valid.,SUDIPTA KUMAR ROUT,29-Oct-2025 01:31 PM,finance_552874.pdf,BOQ Comparative Chart,1.0,3106678.0,Harischandra sagar,INR,"4,679,023","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_118146_11,MIDJEY06/2025-26,Construction Of Gaudaguda Check Dam Over Goudaguda Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,1,3104673,AMIT KUMAR SAHU,01-Oct-2025 10:56 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,03-Dec-2025,"INR 4,679,023",180.0,Nihar Ranjan Behera,03-Dec-2025 11:11 AM,Gaudagudaaoc.pdf (177.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3105910,CHITTA RANJAN SARKAR,02-Oct-2025 06:57 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3101398,DILIP KUMAR PRADHAN,27-Sep-2025 12:32 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3104254,DURMAN MUDULI (S.T),01-Oct-2025 12:35 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3105046,Gajendra Kumar Dami,01-Oct-2025 08:59 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3106678,Harischandra sagar,03-Oct-2025 01:13 PM,Accepted-AOC,Accept,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3101966,JITENDRA SUBUDHI,28-Sep-2025 02:16 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3106902,KAILASH CHANDRA HOTA,03-Oct-2025 05:24 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3101483,PURNA KUMAR SAHU,27-Sep-2025 01:43 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3104529,SAMUNDU SAUNTA,01-Oct-2025 05:03 PM,Rejected-AOC,Reject,03-Dec-2025 11:11 AM,,,,,,,,AOC
