Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 01:42 PM,techsummary_554840.pdf (204.08 KB),1.0,3139632.0,BADAL PATTNAIK,INR,"5,601,812",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2025_OLIC_119009_3,03/2025-26,Installation and Energisation of Gatiput - IV and V L.I.Project under Bandhugam Block of Koraput District,1,3139632,BADAL PATTNAIK,22-Oct-2025 07:51 PM,Accepted-AOC,Awarded,08-Dec-2025 04:29 PM,Finance,5 no bidders are participated successfully.,JUGAL TAKRI,06-Dec-2025 12:00 PM,finance_554840.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimator",JUGAL TAKRI,06-Dec-2025 05:06 PM,finsummary_554840.pdf (204.08 KB),08-Dec-2025,"INR 4,747,298",90.0,JUGAL TAKRI,08-Dec-2025 04:29 PM,AOCsummary.pdf (40.00 KB),Awarded,AOC,"55,844",No,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",1.0,ICICI BANK,13-Oct-2025 10:00 AM,24-Oct-2025 11:00 AM,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,03/2025-26,2025_OLIC_119009_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Installation and Energisation of Gatiput - IV and V L.I.Project under Bandhugam Block of Koraput District,Installation and Energisation of Gatiput - IV and V L.I.Project under Bandhugam Block of Koraput District,Please refer Tender documents. ,NA ,"55,84,400",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,Koraput,No ,No,"11,800",0.0,Nil,Nil,No,E E L I Division Koraput,E E L I Division Koraput,AOC
,,,,,,,,,,,,,,,2,3135131,CHANDAN NAYAK,20-Oct-2025 11:57 AM,Rejected-AOC,Awarded,08-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3141707,MAADURGA ENGINEERING AND ASSOCIATES PRIVATE LIMITED,23-Oct-2025 04:53 PM,Rejected-AOC,Awarded,08-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3136177,M/S MAHAMAYEE ENTERPRISES,19-Oct-2025 09:46 PM,Rejected-AOC,Awarded,08-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3144728,M/S U.S. QUALITY ENGINEERING WORKS,23-Oct-2025 11:06 AM,Rejected-AOC,Awarded,08-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3145843,RAMESH CHANDRA BISWAL,23-Oct-2025 03:27 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,06-Dec-2025 12:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
