S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-69/2024-25,2025_ORULB_111921_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,CONSTRUCTION OF ROAD AT SMART PARK IN WARD NO-11,ROAD,Please refer Tender documents. ,NA ,"5,77,000",Civil Works - Roads,NA ,Tender,90.0,60.0,GUNUPUR MUNICPALITY,765022.0,NA ,NA ,NA ,GUNUPUR MUNICIPALITY OFFICE,No ,No,26-Mar-2025 11:00 AM,09-Apr-2025 11:00 AM,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"5,770",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,AOC,08-Jun-2025,"INR 489,057.12",60.0,Santosha Kumar Naik,27-Dec-2025 09:08 PM,8.pdf (2964.00 KB),1,2878328,GUNTAMUKALA GOWRI SANKAR RAO,07-Apr-2025 06:33 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 02:09 PM,Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 02:05 PM,techsummary_534358.pdf (3400.19 KB),Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 02:09 PM,finsummary_534358.pdf (3030.88 KB),Municipal Bodies||Gunupur Municipal Council,2025_ORULB_111921_8,GUN-MUN-69/2024-25,CONSTRUCTION OF ROAD AT SMART PARK IN WARD NO-11,1.0,2877514.0,RADHA KRUSHNA PRADHAN,INR,"490,581",Finance,admitted,Dandapati Yudhistir,30-Apr-2025 06:59 PM,finance_534358.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANITY,AOC,,,,,,,2,2877514,RADHA KRUSHNA PRADHAN,08-Apr-2025 05:38 AM,Accepted-AOC,L1 IN THE TRASNPARENT LOTTERY PROCESS,27-Dec-2025 09:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2870341,WAIRUMPI SABAR,08-Apr-2025 01:53 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
