Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Improvement to Babajimatha Chech Dam in Reamal Block of Deogarh District under Imp to CD Scheme,Improvement to Babajimatha Chech Dam in Reamal Block of Deogarh District under Imp to CD Scheme,C AND D CLASS CONT ,NA ,"4,98,391",Civil Works - Others,Imp to CD ,Tender,90.0,60.0,Deogarh,768119.0,NA ,NA ,NA ,"O/o S.E, M.I. Division, Deogarh",No ,No,1.0,ICICI BANK,"4,990",Yes,fixed,,Nil,Nil,07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,17-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,"S.E, M.I. Division, Deogarh","O/o S.E, M.I. Division, Deogarh","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar","SE,MID,DGR /04 / 2025-26",2025_CEMIB_120761_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"AFFIDAVIT, REGISTRATION CERTIFICATE, PAN CARD, GSTIN AS PER DTCN",AOC,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_120761_5,"SE,MID,DGR /04 / 2025-26",Improvement to Babajimatha Chech Dam in Reamal Block of Deogarh District under Imp to CD Scheme,SE,Internal,,Rashmi Rekha Chattar,22-Dec-2025 06:21 PM,finsummary_561661.pdf (248.83 KB),Finance,All are qualified,Dharitri Patel,03-Dec-2025 05:17 PM,finance_561661.pdf,BOQ Comparative Chart,1.0,3225439.0,PRAMOD KUMAR PRADHAN,INR,"423,682",22-Dec-2025,"INR 423,682",60.0,Rashmi Rekha Chattar,22-Dec-2025 07:00 PM,babajimatha.pdf (773.00 KB),1,3230866,ANIL KUMAR SAHU,17-Nov-2025 10:30 AM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,SE,Internal,,Rashmi Rekha Chattar,22-Dec-2025 05:57 PM,techsummary_561661.pdf (248.83 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QNTY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3231585,DUSMANTA PRADHAN,17-Nov-2025 12:41 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3230289,KABITA PRADHAN,16-Nov-2025 09:45 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3214464,KHAGESWAR SAHU,11-Nov-2025 05:49 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3231991,LALATENDU SAHOO,17-Nov-2025 03:57 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3214124,Lokanath sahu,11-Nov-2025 04:44 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3230262,MADAN MOHAN PRADHAN,16-Nov-2025 10:00 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3228482,MAYADHAR MOHANTY,15-Nov-2025 10:05 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3225439,PRAMOD KUMAR PRADHAN,14-Nov-2025 04:44 PM,Accepted-AOC,qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3218237,RAJESH PAIKRAY,17-Nov-2025 12:15 PM,Rejected-AOC,Not qualified in lottery system,22-Dec-2025 07:00 PM,,,,,,,AOC
