Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,26-Aug-2025 01:00 PM,10-Sep-2025 11:00 AM,26-Aug-2025 01:00 PM,09-Sep-2025 04:00 PM,NA ,NA ,26-Aug-2025 01:00 PM,09-Sep-2025 04:00 PM,04-Oct-2025 11:30 AM,Superintending Engineer,"Office of the Superintending Engineer, Nabarangpur R and B Division","77,400",Yes,fixed,,Nil,Nil,"Construction of PWD Section-Office-Cum-Residence Building, Nabarangpur (R and B) Section-III at Papadahandi in the District of Nabarangpur for the year 2025-26","Civil, E.I. and P.H. Works",Please refer Tender documents. ,NA ,"77,34,002",Civil Works - Buildings,Construction Work ,Tender,90.0,180.0,Papadahandi,764071.0,NA ,NA ,NA ,"O/o the SE, Nabarangpur R and B Division",No ,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,S.E. (R and B) - 09/2025-26/NGP,2025_EICCL_117347_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents",AOC,28-Nov-2025,"INR 7,734,002.359",180.0,Kshirdhar Kandhapani,20-Dec-2025 05:47 PM,AOC.pdf (1075.00 KB),Agreement Drawn and Work Order Issued,1,3070573,AJBAL BHATRA,08-Sep-2025 11:36 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,Superintending Engineer,Internal,"Superintending Engineer, DAO, Estimator",Kshirdhar Kandhapani,04-Oct-2025 10:39 AM,04-Oct-2025 11:30 AM,techsummary_550535.pdf (282.54 KB),Finance,Document Uploaded,Kshirdhar Kandhapani,08-Oct-2025 01:24 PM,finance_550535.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,2025_EICCL_117347_5,S.E. (R and B) - 09/2025-26/NGP,"Construction of PWD Section-Office-Cum-Residence Building, Nabarangpur (R and B) Section-III at Papadahandi in the District of Nabarangpur for the year 2025-26",Technical,Opening Form Uploaded,Kshirdhar Kandhapani,04-Oct-2025 10:15 AM,technical_550535.pdf,Superintending Engineer,Internal,"Superintending Engineer, DAO, Estimator",Kshirdhar Kandhapani,25-Nov-2025 11:55 AM,finsummary_550535.pdf (600.51 KB),1.0,3071950.0,Sanjay Kumar Agrawal,INR,"6,574,675.405",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Machinaries work in hand and other Documents as per Technical Bid,AOC,,,,,,,,2,3070631,ASWINI KUMAR SAHU,09-Sep-2025 12:36 AM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,3,3069467,Bhodev Mahala,08-Sep-2025 04:11 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3071834,DHANANJAYA BISSOYI,09-Sep-2025 02:04 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3068645,MANISA JENA,08-Sep-2025 02:44 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3071739,M SAWAN KUMAR SENAPATI,09-Sep-2025 01:48 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3072129,M/S Padam Mali,09-Sep-2025 03:30 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3072048,NIHAR RANJAN JENA,09-Sep-2025 03:08 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3067085,NILAKANTHA PANIGRAHI,07-Sep-2025 11:59 AM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3064422,PRABHATKUMAR BISOI,05-Sep-2025 02:21 PM,Rejected-Finance,1st Lowest and Not Qualified in Lottery System,25-Nov-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
