Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
S/R to Police F type Staff Quarter Buildings at Kalimela 2025-26,S/R to Police F type Staff Quarter Buildings at Kalimela 2025-26,NA ,NA ,"3,36,140",Civil Works - Buildings,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, MALKANGIRI",No ,No,22-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,22-Aug-2025 11:00 AM,02-Sep-2025 05:30 PM,22-Aug-2025 11:00 AM ,01-Sep-2025 03:00 PM ,22-Aug-2025 11:00 AM,02-Sep-2025 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PANCARD, GST, CONTRACTOR REGISTRATION AFFIDAVIT ETC",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,05/2025-26,2025_CERWI_117125_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,370",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, MALKANGIRI",AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,2025_CERWI_117125_1,05/2025-26,S/R to Police F type Staff Quarter Buildings at Kalimela 2025-26,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,23-Dec-2025 11:47 AM,finsummary_550039.pdf (274.12 KB),Finance,AOC for Agreement Details,Jangya Narayan Gouda,23-Dec-2025 11:38 AM,finance_550039.pdf,BOQ Comparative Chart,1.0,3054924.0,Ratan Mandal,INR,"285,753",23-Dec-2025,"INR 285,753",60.0,Jangya Narayan Gouda,23-Dec-2025 11:55 AM,AGTPoliceFtypeQtrKalimelaRatanMandal2526.pdf (274.00 KB),AOC for Agreement Details,1,3060425,ANIMESH MONDAL,01-Sep-2025 11:43 PM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,23-Dec-2025 11:42 AM,techsummary_550039.pdf (274.12 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3056801,BADAL MAHAJAN,31-Aug-2025 11:23 AM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3058571,Bhabani Sarkar,01-Sep-2025 08:59 PM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3060603,Bhabesh Dhali,02-Sep-2025 10:18 AM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3051436,BIBEK KUMAR DEURI,27-Aug-2025 05:06 PM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3056824,BIJAY KUMAR RAY,31-Aug-2025 01:35 AM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3056642,BIKRAM MONDAL,01-Sep-2025 12:00 PM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3058357,CHAMPA RANI BISWAS,01-Sep-2025 10:32 AM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3058350,GUDLA RAJA PATRA,01-Sep-2025 12:23 PM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3055568,KAMALESH DAS,30-Aug-2025 01:40 AM,Rejected-AOC,Un-Successful,23-Dec-2025 11:55 AM,,,,,,,AOC
