EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"21,300",Yes,fixed,,Nil,Nil,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Puri Odisha","6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 02 of 2025-26,2025_CELBB_117722_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits undertakings No Relation Certificate,08-Sep-2025 11:00 AM,23-Sep-2025 11:00 AM,08-Sep-2025 11:00 AM,22-Sep-2025 05:30 PM,08-Sep-2025 11:00 AM ,16-Sep-2025 05:30 PM ,08-Sep-2025 11:00 AM,22-Sep-2025 05:30 PM,NID-70- Construction of Guard Wall on Tarana Minor near Bantaligoan High School.,Construction of Guard Wall on Tarana Minor near Bantaligoan High School.,Please refer Tender Documents ,NA ,"21,21,894",Civil Works - Canal,Canal ,Tender,90.0,180.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,AOC,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",SATYENDRA PARIDA,07-Nov-2025 08:21 PM,finsummary_551721.pdf (1634.04 KB),"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_117722_4,e-Procurement Notice No.- 02 of 2025-26,NID-70- Construction of Guard Wall on Tarana Minor near Bantaligoan High School.,1.0,3086276.0,LUCY CHOUDHURY,INR,"1,803,822",Finance,All the bids are downloaded successfully.,Krishna Chandra Munduri,25-Sep-2025 06:08 PM,finance_551721.pdf,BOQ Comparative Chart,30-Dec-2025,"INR 1,803,822",180.0,Pritam Pothal,30-Dec-2025 09:30 PM,WO70.pdf (682.00 KB),"L1 bid of Sri LUCY CHOUDHURY selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",1,3092224,ADHIR KUMAR JENA,21-Sep-2025 01:36 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,07-Nov-2025 07:51 PM,techsummary_551721.pdf (27.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,and any other document as per SBD/DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3083736,AJIT KUMAR SWAIN,19-Sep-2025 09:03 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3080079,ALOK SENAPATI,20-Sep-2025 05:22 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3094058,AMAR CHHATOI,22-Sep-2025 12:10 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3089362,ANUP KUMAR DAS,19-Sep-2025 09:58 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3087820,BAIKUNTHA NATHA DALAI,19-Sep-2025 03:11 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3093383,BASANTA PRADHAN,22-Sep-2025 09:25 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3088578,BATA KRUSHNA PATRA,20-Sep-2025 01:40 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3094106,BHABANI SANKAR CHOUDHURY,22-Sep-2025 12:17 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3084061,BHAGIRATHI BEHERA,17-Sep-2025 11:51 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
