Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Providing trough wall lining, renovation of structures and bank strengthening in between RD 3.000 km to RD 5.500 km of Koimetla Distributary","Providing trough wall lining, renovation of structures and bank strengthening in between RD 3.000 km to RD 5.500 km of Koimetla Distributary",Please refer Tender documents. ,NA ,"2,47,89,678",Civil Works - Canal,NA ,Tender,90.0,180.0,BALIMELA,764051.0,NA ,NA ,NA ,"O/O CCE, PIP, BALIMELA",No ,No,"10,000",0.0,Nil,Nil,No,"2,47,900",Yes,fixed,,Nil,Nil,26-Aug-2025 10:00 AM,17-Sep-2025 11:00 AM,26-Aug-2025 10:00 AM,16-Sep-2025 05:00 PM,NA ,NA ,26-Aug-2025 10:00 AM,16-Sep-2025 05:00 PM,14-Nov-2025 11:30 AM,1.0,ICICI BANK,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",CCE-PIP-BML-01/2025-26,2025_CCEBA_117315_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate duly registered in CDMS Portal, Active GSTIN, PAN Card, Bid Security (EMD)","O/O CCE, PIP, BALIMELA","O/O CCE, PIP, BALIMELA",AOC,18-Dec-2025,"INR 21,073,705",180.0,SANOJ SAHU,24-Dec-2025 06:38 PM,WORK_ORDER_1.pdf (406.00 KB),"Agreement Drawn vide Agreement No.146P1/2025-26 dtd.11.12.2025 of the Superintending Engineer, Potteru Irrigation Division, Balimela",1,3064601,ABHISEK ASIM KUMAR,05-Sep-2025 04:49 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,Finance,Bid Opening Summary,SANOJ SAHU,14-Nov-2025 12:41 PM,finance_550419.pdf,BOQ Comparative Chart,"Er.Siba Prasad Panigrahy, C.C.E., P.I.P, Balimela",Internal,"Er.Siba Prasad Panigrahy, C.C.E., P.I.P, Balimela, Er. Abhimanyu Pradhan, Asst.to C.C.E., P.I.P, Balimela, Er.Karuna Sagar Behera, S.E., P.I.D, Balimela, Er.Abhishek Sahu, A.E.E (Estimator)",SANOJ SAHU,12-Nov-2025 12:48 PM,14-Nov-2025 11:30 AM,techsummary_550419.pdf (5558.51 KB),"Er.Siba Prasad Panigrahy, C.C.E., P.I.P, Balimela",Internal,"Er.Siba Prasad Panigrahy, C.C.E., P.I.P, Balimela, Er. Abhimanyu Pradhan, Asst.to C.C.E., P.I.P, Balimela, Er.Karuna Sagar Behera, S.E., P.I.D, Balimela, Er.Abhishek Sahu, A.E.E (Estimator)",SANOJ SAHU,18-Dec-2025 12:49 PM,finsummary_550419.pdf (2345.02 KB),"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",2025_CCEBA_117315_1,CCE-PIP-BML-01/2025-26,"Providing trough wall lining, renovation of structures and bank strengthening in between RD 3.000 km to RD 5.500 km of Koimetla Distributary",Technical,BID OPENING SUMMARY,SANOJ SAHU,11-Nov-2025 06:24 PM,technical_550419.pdf,1.0,3082886.0,Smt. Gitanjali Panda,INR,"21,073,705",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,"Tender Cost, Affidavit, No Relation Certificate",,,AOC,,,,,,,,2,3051309,ABINASH MOHANTY,27-Aug-2025 03:15 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,3,3080962,ABINASH PADHIARY,15-Sep-2025 06:05 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3079004,AMIT KUMAR SWAIN,14-Sep-2025 11:11 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3082584,AMIYA KUMAR SARKAR,16-Sep-2025 09:42 AM,Rejected-Technical,REJECTED,12-Nov-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3082583,ANUP KUMAR SARKAR,15-Sep-2025 09:30 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3080180,ARUPAMA KHATEI,15-Sep-2025 09:52 AM,Rejected-Technical,REJECTED,12-Nov-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3084059,ASHIS SARKAR,16-Sep-2025 04:55 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3063732,B. Arun Patra,05-Sep-2025 08:25 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3082660,BASUDEV RAO,15-Sep-2025 10:30 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3083338,BHAGABATI SWAR,16-Sep-2025 01:10 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3079074,BIBEKANANDA MANDAL,13-Sep-2025 09:29 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3065016,BIBEK KUMAR AGARWAL,05-Sep-2025 10:15 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3083732,BIKRANTA KUMAR BISWAL,16-Sep-2025 02:49 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3080495,BISHNUPAD MANDAL,16-Sep-2025 08:35 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3077827,BISWAJIT DHALI,12-Sep-2025 05:51 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3080039,BISWAJIT ROUT,14-Sep-2025 08:21 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
