S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1.0,3100694.0,Bijaya Kumar Jena,INR,"21,629,958",AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,04-Dec-2025 05:50 PM,finsummary_552275.pdf (380.42 KB),Technical,NINE BIDDER HAVE PARTICIPATED,MONALISHA PADHY,06-Oct-2025 12:02 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_117944_7,12/OPHWC/2025-26,Constn. of 8 nos. F type Staff Qtrs. at Banarpal Fire Station in Angul District,Finance,Financial bid opened,MONALISHA PADHY,03-Nov-2025 10:53 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,01-Nov-2025 05:36 PM,03-Nov-2025 10:30 AM,techsummary_552275.pdf (357.57 KB),1,3102295,AJAYA KUMAR PATTNAIK,28-Sep-2025 10:37 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,04-Dec-2025,"INR 21,629,958",300.0,Bikram Keshari Malla,04-Dec-2025 05:55 PM,BANARPAL.pdf (77.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 03.12.2025,AOC,12-Sep-2025 06:55 PM,06-Oct-2025 10:30 AM,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,NA ,NA ,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,03-Nov-2025 10:30 AM,"11,800",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,12/OPHWC/2025-26,2025_OSPHW_117944_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,43,300",Yes,fixed,,Nil,Nil,Constn. of 8 nos. F type Staff Qtrs. at Banarpal Fire Station in Angul District,Building Work,Please refer Tender documents. ,NA ,"2,43,33,398",Civil Works - Buildings,NA ,Tender,90.0,300.0,Angul,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3105349,ANAND ENGINEERING,04-Oct-2025 03:12 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3100694,Bijaya Kumar Jena,02-Oct-2025 12:31 PM,Accepted-AOC,QUALIFIED BIDDER,04-Dec-2025 05:56 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3107266,BINAYA BHUSAN MAHUNTA,03-Oct-2025 02:24 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3109289,DEBARAJ LENKA,04-Oct-2025 02:17 PM,Rejected-Finance,DUE TO L3 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3104279,DIPAK KUMAR NAYAK,01-Oct-2025 01:45 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3109612,M/S RAJ SOHELI CONSTRUCTIONS,04-Oct-2025 03:47 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3108503,SUBRAT NAIK,04-Oct-2025 01:57 AM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3099916,V.K. JAIN,03-Oct-2025 05:29 PM,Rejected-Finance,DUE TO L2 BIDDER,04-Dec-2025 05:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
