S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2587907.0,AB INFRAPROJECTS PVT LTD,INR,"60,034,408.7",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2024_SCDBH_105500_2,e-Procurement Notice No.ACESIC-01/2024-25,Construction of Salandi Right Embankment from village Rajuali Bindha to Deula (Bilana) from RD 78.800 Km to 85.800 Km. (Working RD 78.800 Km to 84.560 Km),Technical,Uploaded technical bid documents of all the bidders have been downloaded successfully.,Ratnakar Dalai,05-Nov-2024 01:57 PM,technical_508920.pdf,"ACE, Salapada Irrigation Circle Salapada",Internal,"SE and DAO, Salandi Canal Division, Bhadrak",HITESH KUMAR SAHOO,09-Dec-2025 04:05 PM,finsummary_508920.pdf (1670.72 KB),Engineer-in-Chief Procurement,Internal,"CE, Survey and Investigation CE, Procurement CE, Designs CE and BM, Baitarani Basin FA and CAO, Office of the EIC, WR Director, Procurement II",HITESH KUMAR SAHOO,15-Apr-2025 02:43 PM,16-Apr-2025 11:30 AM,techsummary_508920.pdf (3441.81 KB),Finance,Uploaded financial Bid Documents of 2 (Two) Nos. of bidders have been downloaded successfully.,Raikan Besra,22-Apr-2025 12:39 PM,finance_508920.pdf,BOQ Comparative Chart,09-Dec-2025,"INR 60,034,408.7",270.0,HITESH KUMAR SAHOO,09-Dec-2025 04:13 PM,Salandi.pdf (1671.00 KB),Contract Awarded,1,2587907,AB INFRAPROJECTS PVT LTD,21-Oct-2024 07:19 PM,Accepted-AOC,Won the lottery,09-Dec-2025 04:14 PM,AOC,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.ACESIC-01/2024-25,2024_SCDBH_105500_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"7,06,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Registration Certificate","10,000",Nil,Nil,No,07-Oct-2024 10:00 AM,05-Nov-2024 11:00 AM,07-Oct-2024 10:00 AM,29-Oct-2024 05:00 PM,07-Oct-2024 10:00 AM ,14-Oct-2024 05:00 PM ,07-Oct-2024 10:00 AM,29-Oct-2024 05:00 PM,16-Apr-2025 11:30 AM,Additional Chief Engineer,"O/o ACE, Salapada Irrigation Circle, Salapada",Construction of Salandi Right Embankment from village Rajuali Bindha to Deula (Bilana) from RD 78.800 Km to 85.800 Km. (Working RD 78.800 Km to 84.560 Km),Construction of embankment,Please refer Tender documents. ,NA ,"7,06,20,408",Civil Works - Others,NA ,Tender,90.0,270.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o ACE, Salapada Irrigation Circle, Salapada",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2587573,Jayadev Padhi,22-Oct-2024 05:07 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavit, NRC, undertakings, any other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2591037,JITENDRA KUMAR PARIDA,28-Oct-2024 02:20 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2598044,LAXMINARAYAN MALLICK,29-Oct-2024 12:03 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2593354,MITALI MAHAPATRA,29-Oct-2024 02:15 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2581845,RABINDRA MOHAN DAS,17-Oct-2024 02:24 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2593461,SAMAL CONSTRUCTION,29-Oct-2024 08:31 AM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2595033,SARAT KUMAR SAMAL,28-Oct-2024 04:56 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,15-Apr-2025 02:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
