Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/02/2025-26",2025_CEMIB_117163_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Bauriguda MIP in Kuchinda Block of Sambalpur District under Critical Grant 2025-26.,Improvement to Bauriguda MIP in Kuchinda Block of Sambalpur District under Critical Grant 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN ",NA ,"7,93,631",Civil Works - Water Works,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,22-Aug-2025 11:00 AM,08-Sep-2025 10:00 AM,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,NA ,NA ,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN","SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,1.0,ICICI BANK,"7,936",Yes,percentage,1.0%,Nil,Nil,AOC,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_117163_6,"SE,MID,SBP/02/2025-26",Improvement to Bauriguda MIP in Kuchinda Block of Sambalpur District under Critical Grant 2025-26.,KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,11-Oct-2025 06:04 PM,finsummary_550163.pdf (589.52 KB),Finance,Admitted,Kundan Singh Naik,10-Oct-2025 11:33 AM,,BOQ Comparative Chart,1.0,3058304.0,DEBENDRA KISAN,INR,"674,665.68",15-Nov-2025,"INR 674,665.68",90.0,Kundan Singh Naik,23-Dec-2025 05:52 PM,6.pdf (518.00 KB),Work awarded to Sri Debendra Kisan C class ST contractor,1,3060394,BHESAJA KUMAR PATTA,02-Sep-2025 12:42 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,10-Oct-2025 01:29 PM,techsummary_550163.pdf (541.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3058304,DEBENDRA KISAN,01-Sep-2025 03:27 PM,Accepted-AOC,Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3045019,GHANASHYAM SAHU,27-Aug-2025 07:57 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3051148,KODANDA CHHATRIA,27-Aug-2025 01:00 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3064858,KOMAL AGRAWALA,05-Sep-2025 07:28 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3048877,KULAMANI SAHANSIA,27-Aug-2025 04:02 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3048891,MITHUN KUMBHAR,25-Aug-2025 07:50 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3063863,PRAKASH RUDRA SINGH,05-Sep-2025 12:09 AM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3051190,PRAMILA JAL,27-Aug-2025 01:18 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3050098,PUJARANI SAMAL,28-Aug-2025 12:39 PM,Rejected-AOC,Not Selected vide transparent lottery,23-Dec-2025 05:52 PM,,,,,,,AOC
