EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"2,00,000",Yes,fixed,,Nil,Nil,590.0,0.0,Nil,Nil,No,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/15,2025_OMFED_121172_10,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Supply of MAIZE at Jagannathpur,Supply of MAIZE at Jagannathpur,Please refer Tender Document  ,NA ,"11,80,00,000",Miscellaneous Goods,NA ,Tender,60.0,NA ,Jagannathpur,752101.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,13-Nov-2025 10:00 AM,28-Nov-2025 11:30 AM,13-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",Managing Director,"D2, Sahid Nagar, BBSR",AOC,DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,06-Dec-2025 11:57 AM,techsummary_563765.pdf (132.46 KB),DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,06-Dec-2025 12:35 PM,finsummary_563765.pdf (132.46 KB),Finance,FOR TECHNICAL EVALUATION,Jitendra Barada,28-Nov-2025 01:18 PM,,BOQ Comparative Chart,1.0,3260795.0,TARATARINI CASHEW INDUSTRIES,INR,"21,060",Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_121172_10,07 /MM/CFP/55/ 2025-2026/15,Supply of MAIZE at Jagannathpur,1.0,3256584.0,M/S. MAMATA TRADERS,26-Nov-2025 07:19 PM,Rejected-Finance,L2,06-Dec-2025 12:35 PM,06-Dec-2025,"INR 8,424,000",60.0,Sudhir Ranjan Mallik,06-Dec-2025 01:16 PM,MAIZEJ.PDF (294.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3260795.0,TARATARINI CASHEW INDUSTRIES,27-Nov-2025 04:50 PM,Accepted-AOC,L1,06-Dec-2025 01:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
