Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
31-May-2025 03:00 PM,21-Jun-2025 11:00 AM,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,"6,357",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,1.0,ICICI BANK,Construction of C.C Drain from Sobhamani Niwas towards Arjun Das Clinic in W No 29,CIVIL,Please refer Tender documents. ,NA ,"6,35,617",Civil Works - Roads,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,Municipal Bodies||Puri Municipality,P.M. 01/2025-26,2025_ORULB_113908_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF And AFFIDAVIT any other as per DTCN",AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,31-Dec-2025 06:36 PM,finsummary_541551.pdf (4629.61 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,31-Dec-2025 06:28 PM,techsummary_541551.pdf (4629.61 KB),1.0,2965659.0,RATIKANTA PARIDA,INR,"540,338.3",Municipal Bodies||Puri Municipality,2025_ORULB_113908_31,P.M. 01/2025-26,Construction of C.C Drain from Sobhamani Niwas towards Arjun Das Clinic in W No 29,1,2974875,GEETANJALI ENTERPRISER,20-Jun-2025 11:46 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,31-Dec-2025,"INR 540,338.3",45.0,Jayanta Kumar Maitra,31-Dec-2025 06:39 PM,ProceddingPM01Y2526.pdf (4630.00 KB),Finance,"10 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,23-Jun-2025 06:35 PM,finance_541551.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2970616,KESHAB CHANDRA SETHI,18-Jun-2025 09:41 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2974477,ORITECH ENGINEERS PROP PRAKASH KUMAR PRADHAN,19-Jun-2025 10:38 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2975288,PRAMOD SAHOO,20-Jun-2025 02:03 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2971283,PRASANTA KUMAR MOHANTY,19-Jun-2025 10:41 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2971552,RABINDRA KUMAR BISOI,19-Jun-2025 06:04 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2965659,RATIKANTA PARIDA,17-Jun-2025 12:34 PM,Accepted-AOC,WON BY LOTTERY PROCESS,31-Dec-2025 06:39 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2971748,SAROJ KUMAR NAYAK,18-Jun-2025 11:33 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2972702,SOUMYA RANJAN DAS,18-Jun-2025 07:57 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2971543,SURENDRA SAHOO,19-Jun-2025 02:32 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,31-Dec-2025 06:36 PM,,,,,,,,,,,,,AOC
