Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",06-Oct-2025 11:00 AM,20-Oct-2025 11:00 AM,06-Oct-2025 11:00 AM,18-Oct-2025 05:00 PM,NA ,NA ,06-Oct-2025 11:00 AM,18-Oct-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Balangir Municipality,BLGRMPTY/08(01-41)/2025-26,2025_ORULB_118958_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Paver road from Juin Pada main Road to Uma Shankar Bhoi ,Larkipali,Ward No.1",Road Work,Please refer tender Documents  ,NA ,"11,42,366",Civil Works - Roads,NA ,Tender,120.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"11,424",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,1,ICICI BANK,AOC,11-Dec-2025,"INR 1,128,086.36",90.0,Santosh Kumar Behera,12-Dec-2025 07:57 AM,WO0820252605.pdf (1314.00 KB),After approval of the tender Committee contractor SRI DEEPAK KUMAR NAG is awarded the work.,1,3129589,Deepak Kumar Nag,17-Oct-2025 07:40 PM,Accepted-AOC,L1,12-Dec-2025 07:57 AM,"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality.",Santosh Kumar Behera,05-Dec-2025 07:46 AM,techsummary_554683.pdf (446.16 KB),"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality",Santosh Kumar Behera,05-Dec-2025 08:00 AM,finsummary_554683.pdf (193.89 KB),Municipal Bodies||Balangir Municipality,2025_ORULB_118958_5,BLGRMPTY/08(01-41)/2025-26,"Construction of Paver road from Juin Pada main Road to Uma Shankar Bhoi ,Larkipali,Ward No.1",1.0,3129589.0,Deepak Kumar Nag,INR,"1,128,086.36",Finance,2 Nos. of bidders have participated.,Sanjay Kumar Mohanty,25-Oct-2025 06:00 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",2,ICICI NEFT/RTGS,AOC,,,,,,,,2,3130515,PREMPRAKASH MISHRA,16-Oct-2025 07:01 PM,Rejected-Finance,other then L1 Bidder,05-Dec-2025 08:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
