Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN EMD PAN Valid RC Affidavit as per DTCN,1.0,ICICI BANK,"S/R to D.I.C office such as gypsum ceiling, office front paver block, inside and outside painting at Mahisapat, Dhenkanal","S/R to D.I.C office such as gypsum ceiling, office front paver block, inside and outside painting at Mahisapat, Dhenkanal",Please refer tender document ,NA ,"13,29,569",Civil Works - Others,NA ,Tender,90.0,60.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,26-Sep-2025 09:00 AM,10-Oct-2025 11:00 AM,26-Sep-2025 09:00 AM,09-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 09:00 AM,09-Oct-2025 05:00 PM,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 24/ 2025-26,2025_EICCL_118677_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,000",Yes,fixed,,Nil,Nil,AOC,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,04-Dec-2025 08:10 PM,finsummary_554108.pdf (25.08 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_118677_2,SE DKL (R and B) 24/ 2025-26,"S/R to D.I.C office such as gypsum ceiling, office front paver block, inside and outside painting at Mahisapat, Dhenkanal",1.0,3118466.0,FAKIRA MOHAN MOHAPATRA,INR,"1,130,266",Finance,BID ARE OPEN,JAYANTA PRASAD NAIK,10-Oct-2025 06:58 PM,,BOQ Comparative Chart,1,3115703,Ajoy Kumar Baisak,08-Oct-2025 11:48 AM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,04-Dec-2025,"INR 1,329,569",60.0,JAYANTA PRASAD NAIK,04-Dec-2025 08:16 PM,1502.pdf (420.00 KB),Agreement as on 24.11.2025,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,04-Dec-2025 07:57 PM,techsummary_554108.pdf (25.08 KB),AOC
,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3117667,ALOK OJHA,09-Oct-2025 10:32 AM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3113927,ANGADA KUMAR NAYAK,07-Oct-2025 12:34 PM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3119308,BIMAL KUMAR BARAL,09-Oct-2025 12:41 PM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3101304,Biswabashinee Mohanty,07-Oct-2025 11:25 PM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3118136,BODHINATH JAGADISH CHANDRA,08-Oct-2025 09:56 PM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3118476,Chnadra Bhanupratap Singh,09-Oct-2025 11:04 AM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3118466,FAKIRA MOHAN MOHAPATRA,09-Oct-2025 10:31 AM,Accepted-AOC,Work has been Awarded,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3102694,Gyananranjan Pradhan,29-Sep-2025 01:41 PM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3102389,Jyoti Ranjan Mohapatra,29-Sep-2025 11:05 AM,Rejected-AOC,disqualified in transparent lottery,04-Dec-2025 08:16 PM,,,,,,,,,,,,,,AOC
