S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,30-Oct-2025 10:00 AM,14-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,12-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,"8,480",Yes,fixed,,Nil,Nil,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-02 of 2025-26,2025_CERWI_120310_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to road from Kalmang-Sanindpur from 4/100 Km to 6/200 Km in the district of Sundargarh for the year 2025-26,S/R to road from Kalmang-Sanindpur from 4/100 Km to 6/200 Km in the district of Sundargarh for the year 2025-26,Please refer Tender documents. ,NA ,"8,47,475",Civil Works - Roads,NA ,Tender,90.0,60.0,Bonai,770038.0,NA ,NA ,NA ,"O/o the Executive Engineer,R.W. Division, Bonai",No ,No,Executive Engineer,"O/o the Executive Engineer,R.W. Division, Bonai",1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as DTCN","4,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 12:10 PM,finsummary_559817.pdf (750.31 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2025_CERWI_120310_5,ONLINE-EEBNI-02 of 2025-26,S/R to road from Kalmang-Sanindpur from 4/100 Km to 6/200 Km in the district of Sundargarh for the year 2025-26,1.0,3221339.0,SAROJINI DUNGDUNG,INR,"720,438",Finance,Admitted,Jajati Keshari Gadanayak,17-Dec-2025 12:03 PM,,BOQ Comparative Chart,1,3219030,AMIT BIKRAM KHUNTIA,12-Nov-2025 08:33 PM,Rejected-Finance,By lottery,17-Dec-2025 12:10 PM,18-Dec-2025,"INR 720,438",60.0,Jajati Keshari Gadanayak,19-Dec-2025 12:02 PM,1367.pdf (152.00 KB),Awarded,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 12:07 PM,techsummary_559817.pdf (750.31 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3221909,Manoj Gadhei,13-Nov-2025 04:03 PM,Rejected-Technical,Due to no relation certificate,17-Dec-2025 12:07 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3205541,PRATYUSH KUMAR SWAIN,10-Nov-2025 11:12 AM,Rejected-Finance,By lottery,17-Dec-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3221339,SAROJINI DUNGDUNG,13-Nov-2025 01:57 PM,Accepted-AOC,Awarded,19-Dec-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3221848,SUDHANSU SEKHAR SAHOO,13-Nov-2025 04:37 PM,Rejected-Finance,By lottery,17-Dec-2025 12:10 PM,,,,,,,,,,,,,,AOC
