Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ok,Nilamadhab Nag,14-Nov-2025 04:17 PM,,BOQ Comparative Chart,30-Dec-2025,"INR 424,799.23",30.0,Nilamadhab Nag,30-Dec-2025 01:23 PM,3335.pdf (568.00 KB),Work Order issued,1,3210576,AMIT AGRAWAL,11-Nov-2025 01:54 AM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,1.0,3219434.0,KULAMANI SAHANSIA,INR,"424,799.23",Municipal Bodies||Kuchinda NAC,2025_ORULB_120592_16,KCDA/NAC-5/2025-26,Construction of paver road from M.D Riaz to Kartikeswar Chhak in Ward No-4,Pradyut Kumar Mohantay,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,29-Dec-2025 01:25 PM,techsummary_561181.pdf (664.63 KB),Pradyut Kumar Mohanty,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,29-Dec-2025 03:47 PM,finsummary_561181.pdf (664.63 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"EXECUTIVE OFFICER,NAC KUCHINDA","AT/PO-KUCHINDA,DIST-SAMBALPUR",Construction of paver road from M.D Riaz to Kartikeswar Chhak in Ward No-4,Construction of paver road from M.D Riaz to Kartikeswar Chhak in Ward No-4,Please refer Tender documents. ,NA ,"4,24,799",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-4 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,1.0,ICICI BANK,"4,248",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kuchinda NAC,KCDA/NAC-5/2025-26,2025_ORULB_120592_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-Nov-2025 10:00 AM,14-Nov-2025 10:00 AM,03-Nov-2025 10:00 AM,13-Nov-2025 05:30 PM,03-Nov-2025 10:00 AM ,13-Nov-2025 05:30 PM ,03-Nov-2025 10:00 AM,13-Nov-2025 05:30 PM,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3218273,BIKASH KUMAR NAYAK,12-Nov-2025 07:05 PM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3219685,BISHAL AGRAWAL,13-Nov-2025 02:54 AM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3217695,GOBINDA SAHOO,13-Nov-2025 12:37 PM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3219434,KULAMANI SAHANSIA,13-Nov-2025 04:49 AM,Accepted-AOC,Awarded through lottery system,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3221791,PRANABANDHU NATH,13-Nov-2025 03:34 PM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3221860,ROHIT AGRAWAL,13-Nov-2025 04:29 PM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3216765,SUJIT KUMAR AGARWAL,12-Nov-2025 11:46 PM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3215842,Sushanta Kumar Dwibedy,12-Nov-2025 09:17 AM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3215768,UMESH CHANDRA MAHANANDA,13-Nov-2025 06:21 AM,Rejected-AOC,Rejected,30-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
