Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,All bidders has submitted all the documents as per DTCN,Upendra Kumar Nayak,14-Sep-2025 10:35 AM,finance_549805.pdf,BOQ Comparative Chart,1.0,3059639.0,AMRUTA PANIGRAHI,INR,"1,610,263",Municipal Bodies||Nabarangpur Municipality,2025_ORULB_117027_18,EONM-01/2025-26,Repair and Maintanance of BT Road with Drain from Sai Tiffen Center towards sai Mandir Chaina Market in Ward No-12,1,3059639,AMRUTA PANIGRAHI,02-Sep-2025 01:47 PM,Accepted-AOC,Awarded,23-Dec-2025 07:54 AM,23-Dec-2025,"INR 1,610,263",60.0,Upendra Kumar Nayak,23-Dec-2025 07:52 AM,18.pdf (652.00 KB),Kunu Nayak,Internal,"Chiarperson,ADM,Executive Officer,Municipal Engineer,Accountant",Upendra Kumar Nayak,23-Dec-2025 07:47 AM,techsummary_549805.pdf (1188.64 KB),Kunu Nayak,Internal,"Chiarperson,ADM,Executive Officer,Municipal Engineer,Accountant",Upendra Kumar Nayak,23-Dec-2025 07:49 AM,finsummary_549805.pdf (1188.64 KB),AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents",Repair and Maintanance of BT Road with Drain from Sai Tiffen Center towards sai Mandir Chaina Market in Ward No-12,CIVIL WORK,Please refer the Tender Documents ,NA ,"16,10,424",Civil Works - Others,NA ,Tender,180.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,Municipal Bodies||Nabarangpur Municipality,EONM-01/2025-26,2025_ORULB_117027_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Aug-2025 10:00 AM,04-Sep-2025 11:00 AM,20-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,NA ,NA ,20-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,"Executive Officer, Nabarangpur Municipality","At- Nabarangpur Municipality, Nabarangpur","16,104",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3059733,BHAIRABA PRADHANI,02-Sep-2025 05:10 PM,Rejected-AOC,Qualified,23-Dec-2025 07:54 AM,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
