Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"ADDITIONAL CHIEF ENGINEER, P.H DIVISION, SAMBALPUR","Office of the Superintending Engineer, P.H. Division, Sambalpur, Near V.S.S Stadium, Brooks Hill Dist- Sambalpur-768 001",17-Oct-2025 09:00 AM,04-Nov-2025 11:30 AM,17-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,17-Oct-2025 09:00 AM ,20-Oct-2025 05:00 PM ,17-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Corrigendum Date,Date,,"20,940",Yes,percentage,1.0%,Nil,Nil,"Construction of UGR with other ancillary work at Kalindar, Rairakhol Town","Construction of UGR with other ancillary work at Kalindar, Rairakhol Town",Please refer Tender documents. ,NA ,"20,94,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,Rairakhol,768106.0,NA ,NA ,NA ,SAMBALPUR,No ,No,PHEO||SEPH-CIRCLE-SAMBALPUR||EEPH-DIVN-SAMBALPUR,SEPHSBP-04 / 2025-26 Dt. 8.10.2025,2025_PHEO_119639_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, RC, GST, PAN, Experience, Check List Schedules other documents as per DTCN",1.0,ICICI BANK,AOC,PHEO||SEPH-CIRCLE-SAMBALPUR||EEPH-DIVN-SAMBALPUR,2025_PHEO_119639_1,SEPHSBP-04 / 2025-26 Dt. 8.10.2025,"Construction of UGR with other ancillary work at Kalindar, Rairakhol Town",1.0,3162122.0,LOKANATH GARTIA,INR,"1,780,137.626","Er Swagat Chandan Nayak, Superintending Engineer, P.H Division, Sambalpur",Internal,,Suvra Samal,08-Dec-2025 02:02 PM,techsummary_556538.pdf (20.18 KB),"Er Swagat Chandan Nayak, Superintending Engineer, P.H Division, Sambalpur",Internal,,Suvra Samal,08-Dec-2025 02:21 PM,finsummary_556538.pdf (1534.34 KB),Finance,Bid opening Summary,SWAGAT CHANDAN NAYAK,04-Nov-2025 01:56 PM,finance_556538.pdf,BOQ Comparative Chart,08-Dec-2025,"INR 1,780,138",180.0,SWAGAT CHANDAN NAYAK,08-Dec-2025 05:57 PM,Agreement.pdf (729.00 KB),AWARD OF CONTRACT,1,3169631,ALOK RANJAN PRADHAN,31-Oct-2025 01:21 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3167020,Bidyadhar Das,30-Oct-2025 10:01 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3176251,DILLIP KUMAR BEHERA,03-Nov-2025 11:22 AM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3167075,GITANJALI SINGH,30-Oct-2025 09:32 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3177870,Kunal Agarwal,03-Nov-2025 04:30 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3162122,LOKANATH GARTIA,28-Oct-2025 09:56 AM,Accepted-AOC,Through Transparent Lottery,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3164377,LOPAMUDRA KHUNTIA,01-Nov-2025 11:40 AM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3165249,MAMATA PRADHAN,29-Oct-2025 08:48 AM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3164336,MANAS KHUNTIA,01-Nov-2025 01:38 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3172636,M/S. PRASANTA KUMAR PARIDA,01-Nov-2025 04:50 PM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3165211,NATABARA MEHER,29-Oct-2025 07:46 AM,Rejected-AOC,NOT OK,08-Dec-2025 05:57 PM,AOC
