Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
S/R to L062-MDR 32 to Oramtoli road for the year 2025-26,S/R to L062-MDR 32 to Oramtoli road for the year 2025-26,Please refer Tender documents. ,NA ,"29,82,992",Civil Works - Roads,NA ,Tender,90.0,30.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,24-Oct-2025 05:00 PM,31-Oct-2025 09:00 AM,24-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,24-Oct-2025 05:00 PM ,30-Oct-2025 05:00 PM ,24-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN Card, GSTN, Registration Certificate and other documents as per DTCN.",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online-EERKL-09 of 2025-26,2025_CERWI_119936_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"29,830",Yes,fixed,,Nil,Nil,AOC,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,24-Dec-2025 11:18 AM,techsummary_558024.pdf (331.82 KB),EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,24-Dec-2025 11:20 AM,finsummary_558024.pdf (331.82 KB),Finance,11 bidders applied,Dasharathi Sethy,24-Dec-2025 11:16 AM,,BOQ Comparative Chart,24-Dec-2025,"INR 2,535,842",30.0,Dasharathi Sethy,24-Dec-2025 11:23 AM,05.pdf (332.00 KB),Awarded,1.0,3168111.0,HIMANSU SEKHAR PANDA,INR,"2,535,842",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_119936_33,Online-EERKL-09 of 2025-26,S/R to L062-MDR 32 to Oramtoli road for the year 2025-26,1,3167086,ANIL TIGGA,30-Oct-2025 11:37 AM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3166556,BIKAS MUNDARY,29-Oct-2025 05:40 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3167464,BRAHMANAND SAMASI,30-Oct-2025 12:47 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3167668,CHANDA MINJ,30-Oct-2025 01:31 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3163212,GOPAL TOPPO,29-Oct-2025 01:01 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3168111,HIMANSU SEKHAR PANDA,30-Oct-2025 04:11 PM,Accepted-AOC,Awarded,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3167170,LAXMAN KUMAR BAGH,30-Oct-2025 11:32 AM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3167807,Manoj Gadhei,30-Oct-2025 02:07 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3167764,M/S NIRAKAR PATRA,30-Oct-2025 01:57 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3167726,SUBASHIS SAHOO,30-Oct-2025 02:37 PM,Rejected-AOC,Rejected by the Committee,24-Dec-2025 11:23 AM,AOC
