Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,07-Jul-2025 03:30 PM,22-Jul-2025 10:00 AM,07-Jul-2025 03:30 PM,21-Jul-2025 05:00 PM,NA ,NA ,07-Jul-2025 03:30 PM,21-Jul-2025 05:00 PM,18-Sep-2025 11:15 AM,"1,25,000",Yes,fixed,,Nil,Nil,CONSTRUCTION OF 1 NO. OF C-TYPE QUARTERS FOR CIVIL JUDGE SR. DIVN. WOMENS COURT AT MALKANGIRI,CIVIL WORKS,Please refer Tender documents. ,NA ,"1,24,54,008",Civil Works - Buildings,BUILDING ,Tender,90.0,150.0,MALKANGIRI,764045.0,NA ,NA ,NA ,O/O C.C.E R and B Circle Jeypore,No ,No,EIC-CIVIL||SERNB-CIRCLE-JEYPORE,CCEJC R AND B 04/2025-26,2025_EICCL_115180_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, GST Registration Certificate and GSTIN, PAN, Contractor RC",CHIEF CONSTRUCTION ENGINEER,Chief Construction Engineer Jeypore R and B circle Jeypore,1.0,ICICI BANK,AOC,Technical,ABOVE BIDDERS ARE PROVISIONALLY QUALIFIED FOR TECHNICAL EVALUATION.,Subhendu Subhadarsan Dash,24-Jul-2025 01:03 PM,technical_545259.pdf,EIC-CIVIL||SERNB-CIRCLE-JEYPORE,2025_EICCL_115180_2,CCEJC R AND B 04/2025-26,CONSTRUCTION OF 1 NO. OF C-TYPE QUARTERS FOR CIVIL JUDGE SR. DIVN. WOMENS COURT AT MALKANGIRI,BISWANATH MARNDI,Internal,,Biswanath Marndi,17-Oct-2025 11:24 AM,finsummary_545259.pdf (2572.45 KB),1.0,3006963.0,ABINASH PADHIARY,INR,"10,587,152",15-Dec-2025,"INR 10,587,152",150.0,Biswanath Marndi,15-Dec-2025 11:37 AM,CMkgAOC.pdf (1582.00 KB),FIRST LOWEST BID OF SRI ABHINASH PADHIARY SELECTED THROUGH TRANSPARENT LOTTERY SYSTEM.,1,3006963,ABINASH PADHIARY,21-Jul-2025 02:25 PM,Accepted-AOC,FIRST LOWEST BIDDER PARTICIPATED IN TRANSPARENT LOTTERY SYSTEM AND SELECTED.,15-Dec-2025 11:37 AM,BISWANATH MARNDI,Internal,Sri Rabindra Kumar Behera S.E Malkangiri R and B Division DAO Malkangiri R and B Division Er Sangeeta Gomango E.E. I.C. of Jeypore R and B Circle.,Biswanath Marndi,15-Sep-2025 04:31 PM,18-Sep-2025 11:15 AM,techsummary_545259.pdf (429.36 KB),Finance,Price bid of the above bidders Downloaded.,Ashok Kumar Behera,18-Sep-2025 01:10 PM,finance_545259.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Undertakings and Other Documents as per SBD/DTCN,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2998320,ASUTOSH PATRA,14-Jul-2025 08:07 PM,Rejected-AOC,FIRST LOWEST BIDDER PARTICIPATED IN TRANSPARENT LOTTERY SYSTEM BUT DID NOT SELECTED.,15-Dec-2025 11:37 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3006808,BASUDEV RAO,21-Jul-2025 01:41 PM,Rejected-Technical,Clause no 10(I) Of DTCN.,15-Sep-2025 04:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2993797,Dilip Somani,21-Jul-2025 01:25 PM,Rejected-Finance,SECOND LOWEST BIDDER,17-Oct-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3005411,PRAFULLA KUMAR PANDA,21-Jul-2025 12:54 PM,Rejected-AOC,FIRST LOWEST BIDDER PARTICIPATED IN TRANSPARENT LOTTERY SYSTEM BUT DID NOT SELECTED.,15-Dec-2025 11:37 AM,,,,,,,,,,,,,,AOC
