S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3188840.0,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",INR,"428,408",Finance,Summary,Chandini Suman Sahoo,11-Nov-2025 08:23 AM,finance_558330.pdf,BOQ Comparative Chart,SE,Internal,EE AND DAO,Monalisa Mahunta,23-Dec-2025 04:14 PM,finsummary_558330.pdf (410.35 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_120088_1,13 of 25-26,Police Outpost Building at Talabasta (Block-II) for the Year 2025-26,SE,Internal,EE AND DAO,Monalisa Mahunta,23-Dec-2025 04:13 PM,techsummary_558330.pdf (410.35 KB),23-Dec-2025,"INR 428,408",30.0,Monalisa Mahunta,23-Dec-2025 04:17 PM,aoctalabasta.pdf (454.00 KB),AGREEMENT DRAWN.,1,3188840,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",06-Nov-2025 02:14 PM,Accepted-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",23-Dec-2025 04:17 PM,AOC,Police Outpost Building at Talabasta (Block-II) for the Year 2025-26,Police Outpost Building at Talabasta (Block-II) for the Year 2025-26,NA ,NA ,"5,03,950",Miscellaneous Works,NA ,Tender,90.0,30.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,13 of 25-26,2025_CERWI_120088_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK",1.0,Fee/PreQual/Technical/Finance,.pdf,GST PAN Valid registration Schedule A E F and other documents as per DTCN,28-Oct-2025 11:00 AM,07-Nov-2025 11:30 AM,28-Oct-2025 11:00 AM,06-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM ,06-Nov-2025 02:00 PM ,28-Oct-2025 11:00 AM,06-Nov-2025 05:30 PM,1,ICICI BANK,"5,100",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3186055,Manoranjan Sahoo,05-Nov-2025 08:41 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM",23-Dec-2025 04:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC
