Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
10-Oct-2025 11:00 AM,22-Oct-2025 11:00 AM,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,10-Oct-2025 11:00 AM ,17-Oct-2025 05:00 PM ,10-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,Repair to Police Station Building at Chandragiri for the year 2025-26,Repair to Police Station Building at Chandragiri for the year 2025-26,NA ,NA ,"4,18,960",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,Executive Engineer,"RURAL WORKS DIVISION, MOHANA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,05/MOHANA/2025-26,2025_CERWI_119075_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,200",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_119075_1,05/MOHANA/2025-26,Repair to Police Station Building at Chandragiri for the year 2025-26,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,04-Dec-2025 01:35 PM,finsummary_554962.pdf (3689.87 KB),Finance,ok,Bidyut Prabha Padhy,04-Dec-2025 01:26 PM,finance_554962.pdf,BOQ Comparative Chart,1.0,3132160.0,Sukesh Chandra Ratha,INR,"356,158",04-Dec-2025,"INR 356,158",30.0,Bidyut Prabha Padhy,04-Dec-2025 01:42 PM,2025_CERWI_119075_1.pdf (3690.00 KB),Successful Bidder,1,3135529,ASHOK KUMAR SAMANT,19-Oct-2025 12:35 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,04-Dec-2025 01:31 PM,techsummary_554962.pdf (3689.87 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3135107,DEBENDRA BISWAL,19-Oct-2025 11:19 AM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3130317,HARI KRUSHNA PRADHAN,19-Oct-2025 07:29 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3130989,KARADA ANTARJYAMI PATRA,16-Oct-2025 01:25 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3138421,NIRMALA SAHU,20-Oct-2025 03:37 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3138538,PRADEEP KUMAR SAMANTRAY,20-Oct-2025 04:26 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3134658,PRAMOD KUMAR DASH,18-Oct-2025 03:21 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3138280,RAMA KRUSHNA MOHANTY,20-Oct-2025 02:59 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3134397,RITA PANIGRAHI,18-Oct-2025 01:41 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3127918,SAGAR SAHU,14-Oct-2025 04:05 PM,Rejected-AOC,All documents submitted.,04-Dec-2025 01:42 PM,,,,,,,AOC
