Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,03-Oct-2025 10:00 AM,15-Oct-2025 10:30 AM,03-Oct-2025 10:00 AM,14-Oct-2025 05:00 PM,03-Oct-2025 10:00 AM ,10-Oct-2025 05:00 PM ,03-Oct-2025 10:00 AM,14-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Contractor RC, GSTIN, PAN, Affidavit, NRC, Undertaking and any other documents as","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda",SE-EDD-CKD-01/2025-26,2025_CCEBA_118894_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"Earth Dam Division, Chitrakonda, Dist. Malkangiri, Odisha, Pin Code 764052.","Construction of protection wall, desilting and bank strengthening within RD 19.100 KM to RD 24.500 KM of Right Main Canal of SIP, Malkangiri.","Earth work, Sand filling, C.C.M-10, C.C.M-15, centering and shuttering, F and P with excavated materials, Earth work in ordinary soil and Earth work Excavation.",Please refer Tender documents. ,NA ,"16,02,992",Civil Works - Canal,NA ,Tender,90.0,120.0,Malkangiri,764045.0,NA ,NA ,NA ,CHITRAKONDA,No ,No,AOC,Er Ramakanta Patra,Internal,Er.A.K.Hembram and Sri Vijayasingh Meena,Ramakanta Patra,06-Dec-2025 06:22 AM,finsummary_554511.pdf (875.58 KB),"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda",2025_CCEBA_118894_3,SE-EDD-CKD-01/2025-26,"Construction of protection wall, desilting and bank strengthening within RD 19.100 KM to RD 24.500 KM of Right Main Canal of SIP, Malkangiri.",1.0,3126053.0,SIMANCHAL DASH,INR,"1,602,992",Finance,The tender has opened on 15.10.2025.,Ramakanta Patra,30-Nov-2025 08:21 PM,finance_554511.pdf,BOQ Comparative Chart,1,3127607,ARUP KUMAR HALDAR,14-Oct-2025 02:17 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,15-Dec-2025,"INR 1,602,992",120.0,Ramakanta Patra,15-Dec-2025 05:12 PM,Agreement.pdf (1097.00 KB),Owned the work through Transparent lottery held on 30.10.2025.,Er Ramakanta Patra,Internal,The tender has opened,Ramakanta Patra,02-Dec-2025 04:58 AM,techsummary_554511.pdf (241.80 KB),AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3117870,ATULYA KUMAR MISHRA,10-Oct-2025 10:41 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3127499,BADAL MAHAJAN,14-Oct-2025 01:21 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3127065,Bhabani Sarkar,14-Oct-2025 03:05 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3124227,BHIMA MADAKAMI,13-Oct-2025 07:59 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3124943,BIBEK KUMAR DEURI,13-Oct-2025 11:16 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3121250,BIKRAM MONDAL,12-Oct-2025 09:02 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3125600,CHAMELI BISWAS,13-Oct-2025 08:45 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3121030,CHAMPA RANI BISWAS,10-Oct-2025 08:53 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3127538,Dipankar Kirtania,14-Oct-2025 01:51 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
