Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3124145,MANTU BEHERA,14-Oct-2025 01:26 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3125156,Mrutyunjay Choudhury,14-Oct-2025 02:10 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3122919,NITAI CHANDRA BISWAS,14-Oct-2025 03:56 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3120741,PAPU BACHHAR,09-Oct-2025 07:48 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3123579,PINTU BISWAS,14-Oct-2025 10:00 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3126668,PRAHALLAD DAS,13-Oct-2025 07:08 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3127020,Prashanta Mandal,14-Oct-2025 09:46 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3111224,RABIN MANDAL,05-Oct-2025 07:53 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3112166,Rahel Dev Mondal,06-Oct-2025 07:23 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3126269,Ram Prasad Bhadra,14-Oct-2025 11:23 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3127690,RANJITA BHOWMIK (S.C),14-Oct-2025 01:51 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3127196,Ratan Mandal,14-Oct-2025 10:40 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3126745,SAMARENDRA JENA,13-Oct-2025 08:05 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3126912,Samir Kumar Bisoyi,13-Oct-2025 09:49 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3126569,SANJAY DAS,13-Oct-2025 06:16 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3126695,SANJAY MAJUMADR,13-Oct-2025 08:33 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3126053,SIMANCHAL DASH,13-Oct-2025 03:29 PM,Accepted-AOC,Owned the work through Transparent lottery held on 30.10.2025.,15-Dec-2025 05:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3122895,SUBHAM MANDAL,11-Oct-2025 10:16 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3127129,SUCHITRA RAY,14-Oct-2025 09:55 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3125492,SUJALA MAJUMDAR,14-Oct-2025 02:17 PM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,3127299,SUKUMAR MANDAL,14-Oct-2025 11:30 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,3123883,Swapana Ray,12-Oct-2025 10:03 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3127146,Swetaleena Mohanty,14-Oct-2025 10:11 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3124023,TRIPATI SAHU,12-Oct-2025 11:28 AM,Rejected-Finance,Unsuccessful in transparent lottery.,06-Dec-2025 06:22 AM,,,,,,,,,,,,,,AOC
