Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Finance,Proceeding,Rajiba Lochan Behera,11-Sep-2025 04:38 PM,finance_549364.pdf,BOQ Comparative Chart,EO,Internal,,Rajiba Lochan Behera,04-Sep-2025 02:12 PM,04-Sep-2025 03:00 PM,techsummary_549364.pdf (269.69 KB),02-Dec-2025,"INR 1,156,176",90.0,Rajiba Lochan Behera,03-Dec-2025 10:52 AM,116936.pdf (461.00 KB),Construction of CC Road with Culvert from PWD Raod to Gobinda Behera farm House in Ward No.12,1,3047940,ANOJ KUMAR PATTANAIK,26-Aug-2025 11:08 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,1.0,3049844.0,Krishna Chandra Naik,INR,"1,156,176",EO,Internal,,Rajiba Lochan Behera,12-Sep-2025 11:53 AM,finsummary_549364.pdf (334.97 KB),Municipal Bodies||Hindol NAC,2025_ORULB_116936_1,HDL NAC-01/2025-26,CC Road with Culvert,Technical,Proceeding,Rajiba Lochan Behera,04-Sep-2025 01:56 PM,technical_549364.pdf,AOC,EXECUTIVE OFFICER,NAC OFFICE CAMPUS,1.0,Fee/PreQual/Technical,.pdf,"Fee Details, Technical Specification, Licence, Address Proof with ID, Agreement, Undertaking","13,600",Yes,fixed,,Nil,Nil,16-Aug-2025 11:00 AM,01-Sep-2025 11:00 AM,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,04-Sep-2025 03:00 PM,Municipal Bodies||Hindol NAC,HDL NAC-01/2025-26,2025_ORULB_116936_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,CC Road with Culvert,Construction of CC road with Culvert from PWD road to Gobinda Behera Farm House,Please refer Tender documents. ,NA ,"13,60,047",Civil Works - Roads,NA ,Tender,120.0,90.0,Hindol NAC Ward No.12,759022.0,NA ,NA ,NA ,HINDOL NAC OFFICE,No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3044621,BADRI NARAYAN DAS,22-Aug-2025 02:58 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3057466,BHAGABATI BISOI,31-Aug-2025 12:10 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3057074,JITENDRA KUMAR SETHI,30-Aug-2025 09:34 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3055004,JITENDRIYA GOCHHAYAT,30-Aug-2025 12:17 AM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3049844,Krishna Chandra Naik,26-Aug-2025 01:32 PM,Accepted-AOC,Lottery,03-Dec-2025 10:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3046800,MANOJA KUMAR BISWAL,24-Aug-2025 07:49 PM,Rejected-AOC,Lottery,03-Dec-2025 10:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3056649,Naresh Samal,30-Aug-2025 05:15 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3054178,PINKI SAHU,29-Aug-2025 12:24 PM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3046528,PRADIP KUMAR DAS,28-Aug-2025 12:22 AM,Rejected-Finance,Lottery,12-Sep-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
