S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3068619.0,Subham Surana,INR,"4,718,933.998",Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Sujata Dishari,08-Dec-2025 03:00 AM,finsummary_550512.pdf (996.64 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_117360_1,"02/RWD-I,MKG/2025-26",Construction of New R.I Office-Cum-Residence Building at Khairput in the District of Malkangiri for the year 2025-26,Technical,summary,Satya Narayan Behera,25-Sep-2025 04:40 PM,technical_550512.pdf,Finance,Summary,Sujata Dishari,08-Dec-2025 02:51 AM,finance_550512.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,25-Sep-2025 04:47 PM,04-Oct-2025 11:00 AM,techsummary_550512.pdf (1463.92 KB),08-Dec-2025,"INR 4,718,933.998",180.0,Sujata Dishari,08-Dec-2025 03:03 AM,7507.PDF (1249.00 KB),Work Order,1,3076097,Aryan Tawari,11-Sep-2025 01:57 PM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,Construction of New R.I Office-Cum-Residence Building at Khairput in the District of Malkangiri for the year 2025-26,Construction of New R.I Office-Cum-Residence Building at Khairput in the District of Malkangiri for the year 2025-26,NA ,NA ,"55,51,034",Civil Works - Buildings,NA ,Tender,90.0,180.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE","10,000",0.0,Nil,Nil,No,"55,510",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"02/RWD-I,MKG/2025-26",2025_CERWI_117360_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",26-Aug-2025 11:00 AM,12-Sep-2025 11:00 AM,26-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,10-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,04-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3070825,ASUTOSH PATRA,10-Sep-2025 04:30 PM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3070803,Banoj kumar patra,10-Sep-2025 04:39 PM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3074858,B Sasmita,10-Sep-2025 09:19 PM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3075550,P. GUPTESWAR RAO,11-Sep-2025 01:43 PM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3075577,SIDHARTHA SHANKAR RATH,11-Sep-2025 11:02 AM,Rejected-Finance,Not Selected in Transparent Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3068619,Subham Surana,11-Sep-2025 10:48 AM,Accepted-AOC,Selected in Transparent Lottery,08-Dec-2025 03:03 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3075942,SUSANTA MANDAL,11-Sep-2025 01:48 PM,Rejected-Finance,Submitted willingness but not selected in Lottery,08-Dec-2025 03:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
