Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,ok,Manas Ranjan Sahoo,30-Dec-2025 11:27 AM,finance_552380.pdf,BOQ Comparative Chart,1.0,3101101.0,DIPENDRA KUMAR JENA,INR,"362,265.99",Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_17,2/VNM/2025-26,Repair and Restoration of road from Saroj house to Kundu babu house in Ward no-7,1,3100630,CHANDAN KUMAR SAMAL,25-Sep-2025 08:14 PM,Rejected-Finance,due to l7,30-Dec-2025 11:46 AM,30-Dec-2025,"INR 362,265.99",30.0,Manas Ranjan Sahoo,30-Dec-2025 11:58 AM,workordeee.pdf (345.00 KB),due to l1,Eo,Internal,"me,je,acountant",Manas Ranjan Sahoo,30-Dec-2025 11:33 AM,techsummary_552380.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Dec-2025 11:46 AM,finsummary_552380.pdf (407.65 KB),AOC,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and Restoration of road from Saroj house to Kundu babu house in Ward no-7,Repair and Restoration of road from Saroj house to Kundu babu house in Ward no-7,Please refer Tender documents. ,NA ,"4,02,972",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,030",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,vyasanagar Municipality,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,2,3099945,CHINTAMANI SAMAL,25-Sep-2025 05:25 PM,Rejected-Finance,due to l5,30-Dec-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3101101,DIPENDRA KUMAR JENA,26-Sep-2025 04:05 PM,Accepted-AOC,due to l1,30-Dec-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3099737,KALANDI MALIK,25-Sep-2025 12:52 PM,Rejected-Finance,due to l3,30-Dec-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3100950,MAMATA MANJARI SETHY,26-Sep-2025 01:48 PM,Rejected-Finance,due to l2,30-Dec-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3098485,RANJAN KUMAR SETHY,24-Sep-2025 01:17 PM,Rejected-Finance,due to l4,30-Dec-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3098709,TANMAYA PANDA,24-Sep-2025 02:42 PM,Rejected-Finance,due to l6,30-Dec-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
