Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage
Finance,Document downloaded and process for scrutiny.,Anil Kumar Das,13-Jun-2025 02:55 PM,finance_540704.pdf,BOQ Comparative Chart,1.0,2950103.0,SUMIT SAGAR SAHOO,INR,"599,324",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_113695_9,EERWPH-10/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Salepali of Patnagarh block in Balangir Dist in the F.Y.-2023-24",Executive Engineer,Internal,,Anil Kumar Das,23-Dec-2025 11:42 AM,finsummary_540704.pdf (59.36 KB),Executive Engineer,Internal,,Anil Kumar Das,21-Jun-2025 03:30 PM,techsummary_540704.pdf (343.29 KB),23-Dec-2025,"INR 599,324",90.0,Anil Kumar Das,24-Dec-2025 11:52 AM,9221.pdf (321.00 KB),1,2950750,DOSALIN MISHRA,04-Jun-2025 11:22 AM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-10/2025-26,2025_CERWI_113695_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,100",Yes,fixed,,Nil,Nil,26-May-2025 11:00 AM,05-Jun-2025 11:00 AM,26-May-2025 11:00 AM,04-Jun-2025 05:00 PM,NA ,NA ,26-May-2025 11:00 AM,04-Jun-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"PH works(SI,SD AND WS) to Sub centre building at Salepali of Patnagarh block in Balangir Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Salepali of Patnagarh block in Balangir Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,004",Civil Works - Buildings,NA ,Tender,90.0,NA ,Chandikhole,767067.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2946872,GOURI MEHER,01-Jun-2025 05:06 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2950216,RAHUL KUMAR SAHU,03-Jun-2025 06:14 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2950095,RAJENDRA PANDA,04-Jun-2025 10:21 AM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2945608,RAMESH CHANDRA PRADHAN,31-May-2025 07:15 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2950103,SUMIT SAGAR SAHOO,03-Jun-2025 06:29 PM,Accepted-AOC,Qualified in Transparency lottery,24-Dec-2025 11:52 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2951131,SURENDRA NATH ROUT,04-Jun-2025 02:45 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 11:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
