Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Improvement of Purunakatak_Dhalpur Road from Ch 0/000Km to 12/500Km in the District of Boudh under State Plan for the year 2025_26,Improvement of Purunakatak_Dhalpur Road from Ch 0/000Km to 12/500Km in the District of Boudh under State Plan for the year 2025_26,Please Refer Tender Documents ,NA ,"6,60,92,831",Civil Works - Roads,NA ,Tender,90.0,180.0,Boudh,762014.0,NA ,NA ,NA ,Office of the CCE Phulbani RandB Circle Phulbani,No ,No,CCE Phulbani RandB Circle Phulbani,Office of the CCE Phulbani RandB Circle Phulbani District Kandhamal PIN 762001,07-Aug-2025 10:00 AM,22-Aug-2025 11:00 AM,07-Aug-2025 10:00 AM,21-Aug-2025 05:00 PM,07-Aug-2025 10:00 AM ,20-Aug-2025 05:00 PM ,07-Aug-2025 10:00 AM,21-Aug-2025 05:00 PM,22-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online Bid Cost, EMD as per clause 06 of DTCN, affidavit, RC, PAN,GST","6,61,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-PHULBANI,CCE_R and B_PLB_08 of 2025_26,2025_EICCL_116378_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC,1,3039840,BALAMAKUNDA PUROHIT,21-Aug-2025 12:47 PM,Rejected-Finance,Rejected being not selected through transparent lottery system,17-Dec-2025 01:02 PM,17-Dec-2025,"INR 56,185,515",180.0,Pravat Kumar Das,17-Dec-2025 01:10 PM,AgreementNo_252P1_2025_26.pdf (614.00 KB),Awarded being L1 bidder selected through transparent lottery system,Finance,All document are received and under scrutiny,Pravat Kumar Das,22-Sep-2025 11:32 AM,,BOQ Comparative Chart,CCE Phulbani RandB Circle Phulbani,Internal,CCE Phulbani RandB Circle Phulbani SE Boudh RandB Division Boudh DAO Boudh RandB Division Boudh PA to CCE Phulbani RandB Circle Phulbani,Pravat Kumar Das,19-Sep-2025 06:29 PM,22-Sep-2025 11:00 AM,techsummary_548144.pdf (971.54 KB),CCE Phulbani RandB Circle Phulbani,Internal,CCE Phulbani RandB Circle Phulbani SE Boudh RandB Division Boudh DAO Boudh RandB Division Boudh PA to CCE Phulbani RandB Circle Phulbani,Pravat Kumar Das,17-Dec-2025 01:02 PM,finsummary_548144.pdf (334.02 KB),Technical,All document are received and under scrutiny,Pravat Kumar Das,22-Aug-2025 02:23 PM,,EIC-CIVIL||SERNB-CIRCLE-PHULBANI,2025_EICCL_116378_2,CCE_R and B_PLB_08 of 2025_26,Improvement of Purunakatak_Dhalpur Road from Ch 0/000Km to 12/500Km in the District of Boudh under State Plan for the year 2025_26,1.0,3040935.0,MUKTESWAR NAIK,INR,"56,185,515",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Experience, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,2,3043515,GIRIDHARI LAL AGRAWAL,21-Aug-2025 01:40 PM,Rejected-Technical,The bidder does not fulfill the eligibility criteria as per Schedule D1 ie requirement of Similar Nature of work of DTCN,19-Sep-2025 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3039298,KHIROD KUMAR SETHI,21-Aug-2025 10:17 AM,Rejected-Technical,The bidder does not fulfill the eligibility criteria as per Schedule D1 ie requirement of Similar Nature of work of DTCN,19-Sep-2025 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3037848,KRUTIBAS MISHRA,20-Aug-2025 10:16 PM,Rejected-Finance,Rejected being not selected through transparent lottery system,17-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3027011,MAHENDRA SAHOO,21-Aug-2025 10:48 AM,Rejected-Technical,The bidder does not fulfill the eligibility criteria as per Schedule D1 ie requirement of Similar Nature of work of DTCN,19-Sep-2025 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3042890,MISHRA INFRA PROJECTS,21-Aug-2025 11:18 AM,Rejected-Finance,Rejected being not selected through transparent lottery system,17-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3043448,MITTAL INFRAPROJECTS,21-Aug-2025 01:00 PM,Rejected-Finance,Rejected being not selected through transparent lottery system,17-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3042844,M/S SHREE GANESH CONSTRUCTION,20-Aug-2025 06:09 PM,Rejected-Finance,Rejected being L2 bidder,17-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3040935,MUKTESWAR NAIK,20-Aug-2025 09:43 AM,Accepted-AOC,Awarded being L1 bidder selected through transparent lottery system,17-Dec-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3040734,PRITISH MISHRA,21-Aug-2025 10:11 AM,Rejected-Finance,Rejected being not selected through transparent lottery system,17-Dec-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
