Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_12,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Panga Check Dam near village Panga of Pangaupersahi GP in Phiringia Block of Kandhamal district.,Construction of Panga Check Dam near village Panga of Pangaupersahi GP in Phiringia Block of Kandhamal district.,Please refer Tender documents. ,NA ,"59,61,000",Civil Works - Others,Repair of MIP ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"59,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.","10,000",0.0,Nil,Nil,No,04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,24-Nov-2025 09:00 AM,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani",AOC,Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 01:57 PM,finance_561633.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,23-Nov-2025 07:44 PM,24-Nov-2025 09:00 AM,techsummary_561633.pdf (1050.43 KB),Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,23-Nov-2025 06:01 PM,technical_561633.pdf,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,27-Dec-2025 07:48 PM,finsummary_561633.pdf (1050.43 KB),27-Dec-2025,"INR 5,067,252",180.0,SURJYA NARAYANA PANIGRAHI,27-Dec-2025 07:54 PM,12Panga.pdf (559.00 KB),AOC,1,3214884,ANIL KUMAR PRADHAN,12-Nov-2025 09:02 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_12,BID IDENTIFICATION NO-09/2025-26,Construction of Panga Check Dam near village Panga of Pangaupersahi GP in Phiringia Block of Kandhamal district.,1.0,3186475.0,SUMANTA KUMAR MALLICK,INR,"5,067,252",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3216804,ANIRUDDHA SAHOO,12-Nov-2025 01:08 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3214583,ASUTOSH BHATTA,11-Nov-2025 06:16 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3215991,BIKASH CHANDRA DIHUDI,12-Nov-2025 09:19 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3194240,BISWAJEET PATTANAYAK,07-Nov-2025 06:55 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3189366,BISWARANJAN PATTANAYAK,06-Nov-2025 03:00 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3186007,DEBASISH MOHANTY,11-Nov-2025 11:53 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3214315,GOBARDHAN BASTIA,11-Nov-2025 10:48 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3209972,HIMANSU KUMAR DAS,10-Nov-2025 09:33 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3199383,IPSITA PATTNAIK,09-Nov-2025 07:55 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3217715,KAMAL LOCHAN PRADHAN,12-Nov-2025 03:26 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3217346,KANHU CHARAN PANIGRAHI,12-Nov-2025 02:14 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3214726,MANOJ KUMAR MISHRA,12-Nov-2025 11:08 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3213705,PADMA NAVA RANA,11-Nov-2025 07:50 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3199752,PRABINA KUMAR SAHOO,08-Nov-2025 10:22 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3215489,PRABIN KUMAR JENA,12-Nov-2025 09:25 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3216814,PRASHANTA KUMAR PANDA,12-Nov-2025 02:23 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3216686,PRIYARANJAN MISHRA,12-Nov-2025 12:32 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3215550,RAJAT PATTNAIK,12-Nov-2025 01:18 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3215891,SAMEER KUMAR MAHAKUD,12-Nov-2025 12:15 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3215779,SANGITA PRADHAN,12-Nov-2025 05:55 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3216332,SATYANANDA MOHANTY,12-Nov-2025 11:35 AM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3200642,SOUMYA RANJAN SAHU,09-Nov-2025 12:18 PM,Rejected-AOC,Not qualified,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3186475,SUMANTA KUMAR MALLICK,12-Nov-2025 02:23 PM,Accepted-AOC,Awarded through Lottery,27-Dec-2025 07:54 PM,,,,,,,,,,AOC
