Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
28-Dec-2025,"INR 1,944,380",60.0,Bhagirathi Dash,28-Dec-2025 06:33 PM,5601.pdf (169.00 KB),Successful Qualify Bidder,1,3174405,ASWINI KUMAR SAMAL,03-Nov-2025 01:48 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,1.0,3186192.0,GAGANBIHARI KAR,INR,"1,944,380",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_120016_47,RWD / KPD-07 of 2025-26,S/R to Naganpur to Mohamadpur road in the District of Kendrapara for the year 2025-2026,Finance,Thirty Two Numbers of Bidder Participated,Bhagirathi Dash,14-Nov-2025 05:29 PM,,BOQ Comparative Chart,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bhagirathi Dash,28-Dec-2025 06:24 PM,finsummary_559320.pdf (1016.58 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bhagirathi Dash,28-Dec-2025 06:14 PM,techsummary_559320.pdf (1016.58 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN","Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara",1.0,ICICI BANK,28-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,28-Oct-2025 05:00 PM ,06-Nov-2025 05:00 PM ,28-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-07 of 2025-26,2025_CERWI_120016_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"22,900",Yes,fixed,,Nil,Nil,S/R to Naganpur to Mohamadpur road in the District of Kendrapara for the year 2025-2026,Road Work,Please refer Tender documents. ,NA ,"22,88,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,AOC
,,,,,,,2,3185154,BIJAYA KUMAR PARIDA,05-Nov-2025 06:24 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3173767,DHANANJAY BARIK,02-Nov-2025 12:00 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3186192,GAGANBIHARI KAR,05-Nov-2025 08:36 PM,Accepted-AOC,Successful Qualify Bidder,28-Dec-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3191956,Jeetendra Kumar Jena,07-Nov-2025 12:18 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3191762,LIPU KUMAR MALL,07-Nov-2025 08:38 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3173728,MALATI MOHAPATRA (S.C),05-Nov-2025 11:29 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3170941,MAMALI MADHUSMITA,31-Oct-2025 08:48 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3189242,M/S. ANANTA KUMAR JENA,06-Nov-2025 06:23 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3173574,NAMITA PARIDA,02-Nov-2025 09:24 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
