Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,11,3192796,NIBEDITA NAYAK,07-Nov-2025 04:54 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,12,3172045,OMM PRAKASH PRUSTY,02-Nov-2025 10:40 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,13,3169683,PRADEEPTA KUMAR MALLICK,01-Nov-2025 12:00 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,14,3169658,PRATIVA SWAIN,31-Oct-2025 11:23 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,15,3177323,RAJ KISHORE DALAI,06-Nov-2025 10:57 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,16,3179275,RAKESH BEHERA,03-Nov-2025 11:12 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,17,3176273,RUPAMANJARI MALLA,03-Nov-2025 10:58 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,18,3192925,SATYAPRAKASH SETHY,07-Nov-2025 12:28 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,19,3183859,SATYA RANJAN BEURA,05-Nov-2025 12:38 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,20,3192115,SEKH MAMAREJA ALAM,07-Nov-2025 02:44 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,21,3189712,SHIBASHIS BEHERA,06-Nov-2025 04:07 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,22,3179381,SITUN SEKHAR JENA,04-Nov-2025 01:15 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,23,3186270,SK UMIDUL ISLAM,05-Nov-2025 10:08 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,24,3193206,SMT. PRAJJALINI SWAIN,07-Nov-2025 12:47 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,25,3178146,somanath swain,07-Nov-2025 05:49 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,26,3176502,SOUMENDRA MOHAPATRA,05-Nov-2025 07:18 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,27,3190640,Sudam Malik,06-Nov-2025 07:20 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,28,3191800,Suroja Kumar Pradhan,06-Nov-2025 11:14 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,29,3175785,SUVENDU MOHANTY,02-Nov-2025 10:38 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,30,3193746,SWORUP ROUTRAY,07-Nov-2025 02:10 PM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,31,3187499,tapas ranjan rout,07-Nov-2025 09:46 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,32,3190386,Tusar Kumar Parida,07-Nov-2025 07:25 AM,Rejected-Finance,Did not Win the Lottery,28-Dec-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
