Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Improvement to Benasur MIP in in Borigumma Block of Koraput District under Critical Grant 2025-26.,Improvement to Benasur MIP in in Borigumma Block of Koraput District under Critical Grant 2025-26.,Please refer Tender documents. ,NA ,"8,20,389",Civil Works - Water Works,NA ,Tender,90.0,60.0,Borigumma,764056.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,"8,200",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY04/2025-26,2025_CEMIB_116941_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, LICENSE, AFFIDAVIT and as per DTCN","4,000",0.0,Nil,Nil,No,16-Aug-2025 10:00 AM,30-Aug-2025 11:00 AM,16-Aug-2025 10:00 AM,29-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 10:00 AM,29-Aug-2025 05:00 PM,Superintending Engineer,"superintending engineer, M.I. Division, Jeypore",AOC,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_116941_5,MIDJEY04/2025-26,Improvement to Benasur MIP in in Borigumma Block of Koraput District under Critical Grant 2025-26.,Superintending Engineer,Internal,,Nihar Ranjan Behera,04-Dec-2025 01:06 PM,finsummary_549383.pdf (190.40 KB),Finance,On opening the bids total 16 nos. of bids were found to be received online. Hence 16 nos. of bids were found to be valid.,Nihar Ranjan Behera,04-Dec-2025 12:54 PM,finance_549383.pdf,BOQ Comparative Chart,1.0,3045324.0,RAJ LAXMI MALLIK,INR,"697,413",1,3048866,ANANDA MAHAPATRA,25-Aug-2025 07:52 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,04-Dec-2025,"INR 697,413",60.0,Nihar Ranjan Behera,04-Dec-2025 01:12 PM,Benasuraoc.pdf (170.00 KB),Aoc,Superintending Engineer,Internal,,Nihar Ranjan Behera,04-Dec-2025 12:58 PM,techsummary_549383.pdf (190.40 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3050675,ANITA MAHAKHUDA,27-Aug-2025 07:24 AM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3045475,BASANTA KUMAR TRIPATHY,23-Aug-2025 01:52 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3054077,BHUBANESWAR KHATI,29-Aug-2025 12:24 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3045407,BIJAY KUMAR PANDA,23-Aug-2025 12:59 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3051497,GUPTA BISOI,27-Aug-2025 06:50 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3048836,gupteswar Swain,25-Aug-2025 07:22 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3052606,JANHABI BISOI,28-Aug-2025 02:16 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3048811,JITENDRA KUMAR DAS,25-Aug-2025 07:19 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3050272,LACHHMAN BALAJI TRIPATHI,26-Aug-2025 04:44 PM,Rejected-AOC,Reject,04-Dec-2025 01:12 PM,,,,,,,,,,,,,,AOC
