Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",14-May-2025 05:00 PM,26-May-2025 11:00 AM,14-May-2025 05:00 PM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 05:00 PM,23-May-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-06 of 2025-26,2025_EICCL_113360_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,1.0,ICICI BANK,"22,600",Yes,fixed,,Nil,Nil,"Supply and Installation of New AC machines with all required accessories in the 3rd floor of General Surgery department of SCBMCH, Cuttack",Electrical works,As per DTCN ,NA ,"22,54,450",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,AOC,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_113360_4,SE CTC (RandB)-06 of 2025-26,"Supply and Installation of New AC machines with all required accessories in the 3rd floor of General Surgery department of SCBMCH, Cuttack",Er. Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,01-Dec-2025 08:04 PM,finsummary_539294.pdf (924.29 KB),Finance,17nos bids received,Ashis Kumar Nayak,29-May-2025 08:45 AM,,BOQ Comparative Chart,1.0,2929181.0,SASHANKA SEKHAR PRADHAN,INR,"1,916,508",1,2929178,ANIL KUMAR SAHU,22-May-2025 08:26 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,01-Dec-2025,"INR 1,916,508",60.0,Mohammed Shahbaz,01-Dec-2025 08:09 PM,113360_4_Aoc.pdf (887.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 03.09.2025 to complete the work by 02.11.2025 in all respect,Er Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,19-Jul-2025 06:52 PM,techsummary_539294.pdf (801.51 KB),AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2927323,CABELLA MARKETING PRIVATE LIMITED,21-May-2025 01:30 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2927637,CHITTARANJAN SASMAL,21-May-2025 05:02 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2929352,DEEPAK KUMAR KHATUA,23-May-2025 01:06 AM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2927436,DILIP KUMAR BEURA,21-May-2025 02:27 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2923706,ECO ELECTRIC POWER SOLUTIONS,18-May-2025 06:18 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2929562,EDITION INTERNATIONAL,23-May-2025 10:47 AM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2929257,Fusion Power,22-May-2025 09:13 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2926443,INNOVIZE THERMAL SOLUTIONS,20-May-2025 04:31 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2929696,KISHORE KUMAR BEHERA,23-May-2025 04:06 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2926533,MEERA ELECTRICALS,20-May-2025 05:57 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2927214,M/s. EASTERN ENGINEERING,22-May-2025 05:59 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2925064,M/s Pramod Kumar Sahoo,19-May-2025 02:51 PM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2929618,NARAYANI CONSTRUCTION,23-May-2025 11:18 AM,Rejected-AOC,Rejected,01-Dec-2025 08:10 PM,,,,,,,,,,,,,,AOC
