Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"5,044",Yes,percentage,1.0%,Nil,Nil,26-Sep-2025 03:00 PM,10-Oct-2025 11:00 AM,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,26-Sep-2025 03:00 PM ,08-Oct-2025 05:00 PM ,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,TCN No. 04 of 2025-26,2025_CERWI_118503_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, JALESWAR",Maintenance and Repair of R.I.Office building at Olmara for the year 2025-26,Maintenance and Repair of R.I.Office building at Olmara for the year 2025-26,NA ,NA ,"5,04,384",Civil Works - Buildings,NA ,Tender,90.0,60.0,Jaleswar,756086.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JALESWAR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_118503_1,TCN No. 04 of 2025-26,Maintenance and Repair of R.I.Office building at Olmara for the year 2025-26,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,15-Dec-2025 01:19 PM,finsummary_553719.pdf (797.32 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,18-Nov-2025 01:12 PM,,BOQ Comparative Chart,1.0,3103279.0,SANYASI BHUYAN,INR,"428,777",1,3118379,ABHILASH BHUYAN,09-Oct-2025 12:03 AM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,15-Dec-2025,"INR 504,384",60.0,Nirupama Sankhua,15-Dec-2025 01:22 PM,olmararioofc.pdf (797.00 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,18-Nov-2025 01:18 PM,techsummary_553719.pdf (1708.31 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,2,3115276,BHABANI SHANKAR BEHERA,07-Oct-2025 11:38 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3115511,BISWAJIT PARIDA,08-Oct-2025 07:12 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3118424,CHANDAN KUMAR MANDAL,09-Oct-2025 01:09 AM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3119104,CHANDAN KUMAR SINGH,09-Oct-2025 01:34 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3114453,ISANESWAR JENA,08-Oct-2025 12:37 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3118730,JAGAT BANDHU DAS,09-Oct-2025 09:31 AM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3115912,JAYANTA JENA,09-Oct-2025 10:51 AM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3119542,JYOTI PRAKASH MOHANTY,09-Oct-2025 02:22 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3108275,LUTFA KHATUN,04-Oct-2025 01:19 PM,Rejected-Finance,The bidder has not selected through the lottery system,15-Dec-2025 01:19 PM,,,,,,,,,,,,,AOC
