Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,1,ICICI BANK,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_77,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of RCC drain from Lipika Das house to Manas Pallwari house and GJAI Block 489 to Block 563 in ward no 10,Construction of RCC drain from Lipika Das house to Manas Pallwari house and GJAI Block 489 to Block 563 in ward no 10,Please refer Tender documents. ,NA ,"16,78,863",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,"16,789",Yes,percentage,1.0%,Nil,Nil,AOC,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,17-Dec-2025 12:49 PM,finsummary_539963.pdf (733.66 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,17-Dec-2025 12:47 PM,techsummary_539963.pdf (733.66 KB),1,2944890,BABU MALIK,31-May-2025 02:02 PM,Accepted-AOC,Contract value includes GST.,17-Dec-2025 12:51 PM,Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_77,EO/PDPM/W_1/2025-26,Construction of RCC drain from Lipika Das house to Manas Pallwari house and GJAI Block 489 to Block 563 in ward no 10,1.0,2944890.0,BABU MALIK,INR,"1,861,200",17-Dec-2025,"INR 1,861,200",90.0,Bibhuti Tripathy,17-Dec-2025 12:51 PM,77.pdf (734.00 KB),Contract value includes GST.,Finance,Both the bids have been admitted,Dilip Kumar Sethy,20-Jun-2025 06:25 PM,,BOQ Comparative Chart,AOC
,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,AOC,,,,,,,,,,,,,2,2940563,Nityananda Behera,30-May-2025 03:38 PM,Rejected-Finance,L2,17-Dec-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
