Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PHEO||SEPH-CIRCLE-CUTTACK,ACEPHCTC-03/2025-26 Dtd.24.07.2025,2025_PHEO_116328_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Augmentation of distribution system including laying of clear main from CWR to different OGRs and introduction of Zonal system, Hindol under State Plan Basudha 2024-25.","Augmentation of distribution system including laying of clear main from CWR to different OGRs and introduction of Zonal system, Hindol under State Plan Basudha 2024-25.",Please refer Tender documents. ,NA ,"7,31,79,000",Civil Works - Water Works,NA ,Tender,120.0,330.0,Hindol,753004.0,NA ,NA ,NA ,"o/o Addl. Chief Engineer, P.H. Circle, Cuttack",No ,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Regd. certificate, GST, PAN, Affidavits and others documents as per DTCN.","7,32,000",Yes,fixed,,Nil,Nil,01-Aug-2025 03:10 PM,19-Aug-2025 12:30 PM,01-Aug-2025 03:10 PM,18-Aug-2025 05:30 PM,01-Aug-2025 03:10 PM ,08-Aug-2025 05:30 PM ,01-Aug-2025 03:10 PM,18-Aug-2025 05:30 PM,22-Sep-2025 12:30 PM,"Addl. Chief Engineer, P.H. Circle, Cuttack","o/o Addl. Chief Engineer, P.H. Circle, Cuttack",AOC,Finance,Opened.,Kabita Pradhan,23-Sep-2025 02:52 PM,finance_547995.pdf,BOQ Comparative Chart,Technical,Opened.,Kabita Pradhan,20-Aug-2025 12:45 PM,technical_547995.pdf,1,3040184,AZIZUR REHAMAN,18-Aug-2025 04:31 PM,Accepted-AOC,L1. Awarded through Lottery System.,06-Dec-2025 03:44 PM,06-Dec-2025,"INR 62,209,271",330.0,Manoranjan Jena,06-Dec-2025 03:43 PM,7246.pdf (686.00 KB),"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Kabita Pradhan,06-Dec-2025 03:31 PM,finsummary_547995.pdf (1240.53 KB),"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Kabita Pradhan,19-Sep-2025 05:24 PM,22-Sep-2025 12:30 PM,techsummary_547995.pdf (721.10 KB),PHEO||SEPH-CIRCLE-CUTTACK,2025_PHEO_116328_1,ACEPHCTC-03/2025-26 Dtd.24.07.2025,"Augmentation of distribution system including laying of clear main from CWR to different OGRs and introduction of Zonal system, Hindol under State Plan Basudha 2024-25.",1.0,3040184.0,AZIZUR REHAMAN,INR,"62,209,271",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,3039863,BAC CONSTRUCTION AND ENGINEERING PVT LTD,18-Aug-2025 12:22 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,3036846,BAIKUNTHA SWAIN,15-Aug-2025 01:26 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,3040431,BIJAN ROUT,18-Aug-2025 05:10 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,3023591,CHANDRABHANU BISWAL,18-Aug-2025 10:53 AM,Rejected-AOC,L2,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,3040201,JRC Infra,18-Aug-2025 03:19 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,3036670,LABENDRA NANDA,18-Aug-2025 04:03 PM,Rejected-Technical,Technically disqualified,19-Sep-2025 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,3035241,Nilamani Satpathy,14-Aug-2025 07:33 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,3039996,RAKESH KUMAR KHANDUAL,18-Aug-2025 01:42 PM,Rejected-Technical,Technically disqualified,19-Sep-2025 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,3040030,SATYA SUNDAR PARIDA,18-Aug-2025 01:27 PM,Rejected-AOC,L1,06-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
