S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,Construction of CC drain with cover plate and culvert from Electric Pole to Temple at Harijan Sahi in ward-7 of NAC Odagaon,Construction of CC drain with cover plate and culvert from Electric Pole to Temple at Harijan Sahi in ward-7 of NAC Odagaon,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,60.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,16-Oct-2025 11:00 AM,30-Oct-2025 11:00 AM,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,16-Oct-2025 11:00 AM ,29-Oct-2025 05:00 PM ,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,12-Nov-2025 03:35 PM,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081","4,400",Yes,fixed,,Nil,Nil,Municipal Bodies||Odagaon NAC,NAC-ODG-04/2025-26,2025_ORULB_119431_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Aadhar, PAN, License etc.",AOC,06-Dec-2025,"INR 368,857.18",60.0,Nihar Ranjan Behera,06-Dec-2025 01:38 PM,3470.pdf (352.00 KB),1,3162529,BIPIN KUMAR NAYAK,28-Oct-2025 07:29 PM,Accepted-AOC,Through Transparent Lottery Process,06-Dec-2025 01:38 PM,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,12-Nov-2025 03:33 PM,12-Nov-2025 03:35 PM,techsummary_555716.pdf (577.78 KB),Finance,Tender Committee opened the Tenbder,Nihar Ranjan Behera,13-Nov-2025 12:20 PM,,BOQ Comparative Chart,Technical,Tender Committee opened the Tender,Nihar Ranjan Behera,30-Oct-2025 04:06 PM,,Municipal Bodies||Odagaon NAC,2025_ORULB_119431_1,NAC-ODG-04/2025-26,Construction of CC drain with cover plate and culvert from Electric Pole to Temple at Harijan Sahi in ward-7 of NAC Odagaon,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,06-Dec-2025 01:17 PM,finsummary_555716.pdf (2404.71 KB),1.0,3162529.0,BIPIN KUMAR NAYAK,INR,"368,857.18",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,2,3164065,DILLIP KUMAR PADHI,28-Oct-2025 05:33 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3165291,JOCHANARANI PATI,29-Oct-2025 12:16 PM,Rejected-AOC,Through Transparent Lottery Process,06-Dec-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3164607,KUMARI SAHOO,28-Oct-2025 08:46 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3155451,MANORANJAN JENA,26-Oct-2025 07:07 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3160685,PABITRA CHANDRA BEHERA,28-Oct-2025 08:24 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3155954,PANU SETHI,28-Oct-2025 01:01 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3133227,PRIYARANJAN BHATTA,17-Oct-2025 08:05 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3162861,PURNACHANDRA NAHAK,28-Oct-2025 12:53 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3162752,RENU NAYAK,28-Oct-2025 01:27 PM,Rejected-Finance,Through Transparent Lottery Process,06-Dec-2025 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
