Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of RCC Guard wall and Installation of Paver outer side of Hanuman vatika road in ward No- 08 NAC Digapahandi,Construction of RCC Guard wall and Installation of Paver outer side of Hanuman vatika road in ward No- 08 NAC Digapahandi,Please refer Tender documents. ,NA ,"13,30,498",Civil Works - Others,NA ,Tender,90.0,30.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,1,ICICI BANK,EXECUTIVE OFFICER NAC DIGAPAHANDI,EXECUTIVE OFFICER NAC DIGAPAHANDI,07-Nov-2025 11:00 AM,19-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,07-Nov-2025 11:00 AM ,07-Nov-2025 05:30 PM ,07-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,19-Nov-2025 03:00 PM,"13,350",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,Municipal Bodies||Digapahandi NAC,DIGNAC-04/2025-26,2025_ORULB_120808_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,AOC,CHAIRPERSON,Internal,EO AE ME ACCOUNTANT,Abinash Mishra,25-Nov-2025 07:57 AM,finsummary_562401.pdf (849.74 KB),Technical,Two bidders are paticipated and qualified for financial bid.,Abinash Mishra,19-Nov-2025 01:36 PM,technical_562401.pdf,Municipal Bodies||Digapahandi NAC,2025_ORULB_120808_2,DIGNAC-04/2025-26,Construction of RCC Guard wall and Installation of Paver outer side of Hanuman vatika road in ward No- 08 NAC Digapahandi,1.0,3229585.0,Asish Kumar Patnaik,INR,"1,329,700",01-Dec-2025,"INR 1,329,700",30.0,Abinash Mishra,01-Dec-2025 07:31 PM,2996_2.pdf (777.00 KB),1,3229585,Asish Kumar Patnaik,16-Nov-2025 04:13 PM,Accepted-AOC,l1 awarded,01-Dec-2025 07:31 PM,Finance,all are accepted,Abinash Mishra,24-Nov-2025 05:25 PM,finance_562401.pdf,BOQ Comparative Chart,CHAIRPERSON,Internal,eo ae me,Abinash Mishra,19-Nov-2025 01:49 PM,19-Nov-2025 03:00 PM,techsummary_562401.pdf (701.75 KB),AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3229677,DURGA MADHAB SAHU,16-Nov-2025 05:03 PM,Rejected-Finance,L2 REJECTED,25-Nov-2025 07:57 AM,,,,,,,,,,,,,,AOC
