S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,16-Sep-2025 05:00 PM,26-Sep-2025 11:30 AM,16-Sep-2025 05:00 PM,25-Sep-2025 05:00 PM,16-Sep-2025 05:00 PM ,25-Sep-2025 02:00 PM ,16-Sep-2025 05:00 PM,25-Sep-2025 05:00 PM,23-Oct-2025 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship","6,42,977",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-16-25,2025_CERWI_118126_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,"10,000",0.0,Nil,Nil,No,Construction of road from Kantania to Gobora via-Chhagaon Railway station road under MMSY-TRIP in the dist of Cuttack for the year 2024-25,Construction of road from Kantania to Gobora via-Chhagaon Railway station road under MMSY-TRIP in the dist of Cuttack for the year 2024-25,Please refer Tender documents. ,NA ,"6,42,97,713",Civil Works - Bridges,NA ,Tender,90.0,270.0,Cuttack,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,AOC,30-Dec-2025,"INR 57,874,372",270.0,Usharani Behera,30-Dec-2025 05:54 PM,agmt.pdf (1109.00 KB),Agmt drawn,1.0,3087648.0,BIJAYA KUMAR BISWAL,25-Sep-2025 10:58 AM,Accepted-AOC,Agmt drawn,30-Dec-2025 05:55 PM,C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,20-Oct-2025 04:38 PM,23-Oct-2025 05:30 PM,techsummary_552798.pdf (459.88 KB),Finance,total 2 nos document downloaded,Usharani Behera,25-Oct-2025 12:20 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_118126_1,Tender Online RWC-16-25,Construction of road from Kantania to Gobora via-Chhagaon Railway station road under MMSY-TRIP in the dist of Cuttack for the year 2024-25,Technical,total 2 nos document downloaded,Usharani Behera,26-Sep-2025 11:55 AM,,C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,30-Dec-2025 05:52 PM,finsummary_552798.pdf (395.62 KB),1.0,3087648.0,BIJAYA KUMAR BISWAL,INR,"57,874,372",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,3098663.0,B L ENGINEERS,24-Sep-2025 02:18 PM,Rejected-Finance,Unsucessful bidder,30-Dec-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist machineries as",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
